molecula|n9FaRing|NaasN|SRW09|nAHRing|nARing|BCUTs-1|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|nFaHRing|RASA|FNSA3|FNSA5|PNSA3|PPSA3|FNSA4|WNSA5|RPCS|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|WNSA4|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|DPSA1|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|pIC50
14m_a23|1|2|7.423568444|0|0|1.197955072|2|0.0431917209999999|0.028217372|-0.482182526|0.001027627|-0.034213923|10.3132176|-0.050626415|2|2|0.001951778|-0.226146643|-0.527662006|2|0.798384929|0.0266555739999999|-0.072906704|1|0.9258118|-0.072795329|-0.089285878|-50.63012925|12.51396625|-0.039285786|-43.19105542|0.0|-35.21393496|74.61692699|-27.32379205|63.1440955|0.476833897|643.9145427|-1366.189602|2263.262957|-19.00406438|16.42895711|0.911438824|7588.823133|-950.2032192|34.33353583|-411.5129154|658.8108151|0.0|1.0|1.0|1.0|1.0|3.17|26.0|-8.23|3.82|2.0|125.29|1.0|-6.38|34.0|479.48|1.0|0.0|4.41|-5.79|1.61e-06|0.000773|4.46|0.0|0.0|5.94e-09|2.85e-06|3.6774|4.2|-1966.968005|-1966.945041|707.56|1209.21|337.15|337.15|572.31|0.65552|0.65552|0.3335|6.1522|-1966.785519|8.5477|8.5171
12k_a36|0|0|7.412764017000001|2|2|1.297043952|2|0.039061728|0.096315593|-0.413145744|0.002782748|0.003690005|10.94908765|-0.058284869|1|1|0.003724542|-0.1619981409999999|-0.4373676689999999|1|0.811903388|-0.09344781|-0.102077284|0|0.8427704640000001|-0.075717305|-0.101946803|-49.87227128|11.90012613|-0.037758075|-44.22843899|0.0|-32.84907515|78.24529096|-24.86988906|61.7723974|0.478908312|555.1026569|-1342.974009|2294.707886|-16.38090333|13.89698356|0.919048073|6027.033337|-884.5687799000001|31.85663123|-369.7499256|698.847203|0.0|0.0|1.0|0.0|2.0|0.0|17.0|-7.01|2.38|1.0|133.84|1.0|-4.58|31.0|407.47|0.0|0.0|2.37|-4.55|2.82e-05|0.0115|3.45|0.0|0.0|9.66e-08|3.94e-05|5053.0|3.83|-1310.3453949999998|-1310.312649|697.92|1186.08|338.46|245.37|530.51|0.5249199999999999|0.70031|0.0908|5.7818|-1310.134752|7.3988|7.8539
12ag_a36|0|0|7.412764017000001|2|2|1.297044434|2|0.043848238|0.063109409|-0.436614203|-0.002526241|0.0070889269999999|10.96052849|-0.050147748|1|1|-0.000673716|-0.217394466|-0.445549431|1|0.835013502|0.124298337|-0.0861053359999999|0|0.7468300940000001|-0.082492792|-0.1081585809999999|-52.02834065|12.70005599|-0.038937089|-43.02381535|0.0|-32.81436052|80.40643223|-24.55768654|64.72839664|0.481286668|471.0269757|-1227.884327|2305.164626|-15.48857353|15.13240062|0.927847116|5906.879919|-774.4286762999999|32.35969377|-326.5740008|595.8790650000001|0.0|0.0|1.0|0.0|2.0|0.0|17.0|-6.86|2.4|1.0|123.71|1.0|-3.89|30.0|399.42|0.0|0.0|2.15|-4.16|6.96e-05|0.0278|2.78|0.0|0.0|1.4e-07|5.58e-05|3.8893|3.41|-1332.185403|-1332.151245|658.68|1112.68|334.04|318.79|507.72|0.69204|0.7024699999999999|0.0191|5.4459|-1332.003616|7.5405|7.7696
16_a20|0|0|6.842683282|0|0|1.401259527|2|0.0388043479999999|0.126359252|-0.254072625|8.23e-05|-0.061975089|10.93301779|-0.062750442|1|1|0.001157852|-0.117308016|-0.458484451|2|0.7478675859999999|-0.085041518|-0.10978034|1|0.915005572|-0.066137353|-0.077793092|-43.51359744|7.634605066000001|-0.029561375|-33.67420774|3.46788153|-28.6288015|60.02453683|-19.44924762|51.14820251|0.464473378|602.0075202|-972.4623811|2161.751186|-12.79619894|15.24926152|0.8673208|5896.394536|-639.8099471|24.9314775|-368.5817657|664.4562602999999|1.0|1.0|1.0|1.0|1.0|3.13|27.0|-10.52|2.2|2.0|121.69|0.0|-6.06|31.0|401.46|0.0|1.0|4.37|-5.66|2.17e-06|0.0008699999999999|4.69|0.0|0.0|3.0500000000000005e-11|1.22e-08|5.9837|4.45|-1275.900951|-1275.8670960000002|686.59|1174.61|347.26|207.2|554.41|0.32553|0.69524|0.1958|4.7315|-1275.6960869999998|6.5609|7585.0
1e_a5|0|0|6.605297921|0|0|1.427503886|2|0.027873016|-0.080321049|-0.084933308|0.008031558|-0.1197834419999999|10.94440038|-0.040441176|1|1|0.007357977|0.0578378779999999|-0.201027861|2|0.771487328|0.045376705|-0.075239398|0|0.8805795|-0.06795194|-0.069725333|-35.30075748|4.461204261000001|-0.0278901329999999|-18.81719677|0.0|-18.33860051|44.38364879|-14.48881117|39.76196174|0.482579989|457.4574833|-579.5524467|827.4861275000001|-7.526878708|12.39753333|0.932665879|4342.827698|-301.0751483|19.38578369|-257.0399733|409.0289917|1.0|0.0|1.0|1.0|1.0|2.17|23.0|-8.41|2.13|0.0|95.45|1.0|-4.25|24.0|312.37|0.0|1.0|3.44|-4.45|3.5600000000000005e-05|0.0111|3.43|0.0|0.0|3.87e-09|1.21e-06|4746.0|3.17|-990.6320386|-990.6006645|560.58|935.47|279.92|261.24|427.87|0.56258|0.51802|0.1355|1916.0|-990.522307|3.0386|6719.0
3a_a12|0|0|0.0|1|1|1.28383802|2|0.032544803|-0.1231529169999999|-0.322200517|-0.0025830939999999|-0.062973953|10.95455336|-0.0161799839999999|0|0|-0.001011111|-0.1213636769999999|-0.5274624179999999|1|0.7038021990000001|-0.021522321|-0.032466697|0|0.871985494|-0.07121814|-0.090803706|-34.84701355|4.615711776|-0.034924502|-21.73969523|0.0|-17.05063286|52.21461165|-17.08854808|39.46272532|0.462077145|426.6622302|-666.453375|1050.730179|-8.361421244|11.01449587|0.859002624|4230.717811|-326.0954285|21.87893986|-275.0354486|381.0058252|1.0|1.0|0.0|1.0|1.0|2.74|18.0|-7.5|3.09|0.0|97.52|1.0|-3.6|23.0|298.34|0.0|1.0|2.98|-4.06|8.8e-05|0.0263|3.15|0.0|0.0|3.13e-08|9.33e-06|4.2336|3.33|-951.3711872|-951.3480023|528.84|875.71|332.36|292.86|383.08|-0.34688|0.66895|128.0|1.3824|-951.264072|1.9332|6.7122
4a_a49|0|1|7.535296702|1|1|1.343847746|2|0.036555556|-0.080255074|-0.3631108529999999|-1.8100000000000003e-05|-0.053787795|10.92777282|0.018857363|1|1|0.000660956|-0.060391347|-0.403194204|2|0.803344301|0.0063958109999999|0.032396301|1|0.7570436159999999|-0.094228246|-0.087863033|-57.79201133|10.51443916|-0.0292876779999999|-33.05061877|60.11195021|-35.44496163|68.37721704|-17.96270092|68.30645049|0.4716382|464.3095353|-916.0977468|1647.61849|-11.01687292|15.01791558|0.8926425020000001|5950.370212|-561.8605190000001|27.62211044|-184.3656985|620.5697596|1.0|1.0|1.0|1.0|2.0|2.89|21.0|-7.36|1.25|1.0|114.08|1.0|-3.28|30.0|399.45|0.0|1.0|2.42|-3.52|0.000305|122.0|1.71|0.0|0.0|4.35e-08|1.74e-05|4.7259|3.34|-1313.19945|-1313.158118|660.19|1128.22|327.34|262.35|504.63|0.35731|0.68042|0.0789|3.9716|-1312.98289|4.8706|7.4949
12_a1|0|0|7.423568444|1|1|1.430936075|1|0.036382114|0.076867966|-0.516204114|-0.0038943009999999|-0.0811332759999999|10.94945122|-0.051772288|1|1|-0.001416381|-0.173618873|-0.487073772|1|0.749817035|-0.045776997|-0.093957115|0|0.765121385|-0.0964711209999999|-0.104724018|-55.99493147|19.60151089|-0.039894864|-35.28166588|477.1158679|-32.50125347|74.99749378|-23.15625812|75.59644237|0.46449367|444.1009824|-972.562841|1825.150911|-13.44063462|14.34104294|0.867391557|5468.378562|-564.5066541|31.95435864|-260.8074567|473.040639|1.0|1.0|1.0|1.0|1.0|2.72|23.0|-8.2|1.67|2.0|103.47|1.0|-4.98|28.0|366.37|0.0|1.0|3.44|-4.75|1.77e-05|0.00649|3.54|0.0|0.0|6.28e-09|2.3e-06|3734.0|3.67|-1216.12881|-1216.099134|607.42|1018.84|390.57|332.04|482.51|0.69114|0.69763|0.2821|7.7454|-1215.975876|10.1801|5.5302
12ab_a36|0|0|7.412764017000001|2|2|1.297042596|2|0.039951691|0.035377607|-0.408023082|0.000939229|-0.032623802|10.9540584|-0.029080933|1|1|0.002112069|-0.169341326|-0.4186639029999999|1|0.831136366|-0.0852411419999999|-0.051707317|0|0.8410557559999999|-0.079202413|-0.095025338|-54.63243106|16.62527454|-0.033434841|-45.21303385|15.55386871|-37.68448987|82.3666474|-23.06276515|71.2577056|0.484987413|580.1454645|-1245.389318|2390.849902|-15.90828969|15.18764075|0.941700118|6314.697413|-859.0476432|33.96451406|-246.9770378|708.5476357999999|0.0|0.0|1.0|0.0|2.0|0.0|17.0|-7.05|1.59|1.0|133.27|1.0|-3.92|32.0|420.47|0.0|0.0|1.8|-3.91|0.000122|0.0515|2.33|0.0|0.0|8.95e-08|3.76e-05|3.8845|3.23|-1364.509957|-1364.468283|712.73|1201.64|319.17|319.17|564.58|0.69294|0.69294|0.4451|3.6976|-1364.300531|5.3228|7.9586
IN1166_a11|0|0|6.842683282|0|0|1.429020445|2|0.044021739|0.018376555|-0.378539035|-0.003356527|0.0266218529999999|10.95053349|-0.037793156|1|1|-0.001446486|-0.223618825|-0.462344944|2|0.765593573|0.102257199|-0.067328767|1|0.863273559|-0.073965061|-0.0896538619999999|-51.07061499|13.82641888|-0.031642539|-42.74230509|20.83871871|-35.26269962|76.76995134|-21.84820685|64.89703387|0.463497159|596.0640225999999|-1114.258549|2953.475057|-15.08551944|12.63334911|0.8639230290000001|6310.825439|-769.3614916|31.46783535|-268.3203251|676.2770877|1.0|1.0|1.0|1.0|2.0|2.79|27.0|-10.18|0.92|1.0|123.82|0.0|-5.11|32.0|417.47|0.0|1.0|3.31|-4.78|1.65e-05|0.00688|3.27|0.0|0.0|6.59e-11|2.75e-08|4.9857|3.36|-1347.298558|-1347.256659|704.48|1198.36|377.7|248.68|554.63|0.4358399999999999|0.6998300000000001|0.1239|3365.0|-1347.073528|4.3481|7.9318
12_a47|1|0|6.605297921|0|0|1.304330736|2|0.036632997|0.001435849|-0.209845277|-0.0047488359999999|-0.018573056|10.95005729|0.0295267039999999|1|1|-0.004332024|-0.015039637|-0.326846977|2|0.8288334490000001|0.055943216|0.050943962|1|0.7840710409999999|-0.084846808|-0.091853238|-44.18983348|9.382250925|-0.034116917|-24.91541818|0.0|-23.01490672|61.09751253|-17.76874008|53.5720844|0.4792593739999999|408.3591283|-621.9059029|702.3796319|-9.25429818|13.52358352|0.920341815|4816.005822|-323.9004363|26.10271529|-188.2488142|335.1175012|1.0|0.0|1.0|1.0|2.0|1.67|21.0|-8.11|2.6|0.0|91.63|1.0|-4.51|24.0|339.75|0.0|1.0|3.37|-4.56|2.77e-05|0.00943|3.43|0.0|0.0|7.69e-09|2.61e-06|4.2907|3.01|-1488.101254|-1488.064043|537.79|886.46|313.58|288.96|400.09|0.66387|0.68557|0.2241|2.1019|-1488.024564|3.5884|8.2
12d_a31|0|0|7.765993078999999|1|1|0.61013528|0|0.0359583329999999|-0.042401695|-0.697102094|-0.002456634|-0.085780934|10.31169788|-0.032270224|2|2|0.000127275|-0.214049412|-0.550805937|0|0.8343242820000001|-0.00658148|-0.057226679|0|0.7054497479999999|-0.0938723509999999|-0.11498416|-66.58534562|21.06095035|-0.032542687|-57.85220856|557.514503|-47.23018217|99.79879739|-23.08311261|87.64629597|0.389382761|500.3881827|-1223.404968|2434.226776|-16.37326657|15.46841054|0.63768714|5753.290126|-867.7831284|36.15974873|-196.2893506|647.1500428999999|1.0|1.0|1.0|1.0|2.0|3.9|16.0|-7.63|1.31|2.0|112.97|1.0|-5.61|29.0|412.51|0.0|1.0|3.76|-4.39|4.06e-05|0.0167|3.46|0.0|0.0|2.3500000000000002e-08|9.69e-06|3.8477|5.0|-1657.471849|-1657.428467|730.86|1201.63|322.23|322.23|626.33|0.7006600000000001|0.7006600000000001|0.2566|2.4186|-1657.245177|3.3585|6.2924
11d_a5|0|0|6.605297921|0|0|1.388848584|2|0.0228184279999999|-0.125546291|-0.185566552|0.008307337|-0.138265707|10.94877952|0.01948342|1|1|0.008809179|-0.200646773|-0.22897714|2|0.783891527|-0.018747485|0.036918829|0|0.87090286|-0.063028408|-0.0847408619999999|-40.04753555|8.151092424|-0.029333375|-34.21147402|0.0|-25.44574968|65.35645739|-18.63809379|48.19862797|0.49396568|553.3617954|-969.1808771|900.3825317|-11.84243331|17.62784804|0.976150552|5283.02167|-615.8065323|26.16587381|-269.7929124|631.9206508|1.0|1.0|1.0|1.0|1.0|3.37|23.0|-8.64|1.42|1.0|114.29|1.0|-4.14|29.0|385.46|0.0|1.0|3.28|-4.29|5.14e-05|0.0198|3.07|0.0|0.0|2.31e-09|8.909999999999999e-07|4.4175|2.59|-1239.127458|-1239.093739|682.09|1154.67|301.89|280.66|594.45|0.66686|0.6533399999999999|0.2068|2.8731|-1238.914819|3.7008|7.8239
33_a47|1|1|6.823286122000001|0|0|1.409403453|3|0.034691358|-0.11544858|-0.183320497|0.002212256|-0.033554816|10.98214099|0.0741098479999999|1|1|0.003634698|-0.338113214|-0.270498605|3|0.82821379|0.065468525|0.1186944519999999|1|0.8197001309999999|-0.060080724|-0.083739854|-32.1568697|11.96072985|-0.0272154529999999|-23.98884914|0.0|-17.2112484|60.65229445|-14.56646493|44.11759955|0.4607629339999999|438.726241|-582.6585971|787.797733|-7.79637597|12.94292541|0.854471925|4889.09585|-311.85503880000005|25.25333652|-82.22540944|388.178924|1.0|1.0|1.0|1.0|1.0|2.76|21.0|-7.08|1.52|0.0|94.28|1.0|-3.26|25.0|334.35|0.0|1.0|2.69|-3.72|0.000192|0.0643|2.19|0.0|0.0|8.339999999999999e-08|2.79e-05|4.1869|2.06|-1123.16428|-1123.135036|566.29|934.34|296.13|296.13|423.52|0.67508|0.67508|0.2566|4.5647|-1123.04547|6.2284|8.4
14ab_a23|1|2|7.423568444|0|0|1.197962873|2|0.04314059|0.021287386|-0.287365522|0.013012022|0.010803172|10.313217300000002|-0.03821899|2|2|0.012103325|-0.13397874|-0.449699921|2|0.75434493|-0.085303124|-0.05990912|1|0.92422233|-0.051974369|-0.076243539|-35.59605095|12.31039874|-0.031648261|-35.76253038|82.79560776|-24.37891748|61.60741239|-21.67516705|47.90644969|0.4695727329999999|632.9786397|-1148.783854|2332.352369|-14.84482393|14.76864227|0.885272615|6654.62616|-786.7756682999999|27.16741043|-407.9635285|733.3886349999999|0.0|1.0|1.0|1.0|1.0|3.82|26.0|-8.16|3.45|2.0|130.22|1.0|-6.23|32.0|439.54|0.0|0.0|4.12|-5.55|2.81e-06|0.00123|4.31|0.0|0.0|6.9799999999999995e-09|3.07e-06|3.6587|4.1|-1708.563399|-1708.543268|719.66|1238.27|338.88|338.88|595.23|0.66532|0.66532|0.3893|5.9624|-1708.3414239999995|8.4721|8.4012
12aw_a36|0|0|7.412764017000001|2|2|1.297044239|2|0.043383838|0.066435701|-0.4478724979999999|-0.006877664|-0.1066959869999999|10.96021804|-0.034663063|1|1|-0.004358975|-0.250781298|-0.4191703539999999|1|0.836170906|-0.022464907|-0.056676035|0|0.706174871|-0.088516379|-0.114701005|-56.73814908|14.76755422|-0.041292362|-47.12705211|1.343623915|-36.36860892|87.37742985|-26.46800754|71.5057033|0.47322369|452.6513136|-1323.400377|2380.579051|-16.96573876|14.32425315|0.898338973|6370.06138|-848.2869380000001|35.33532702|-319.2802512|593.6088758|0.0|0.0|1.0|0.0|2.0|0.0|17.0|-7.12|2.78|1.0|123.67|1.0|-3.99|31.0|417.41|0.0|0.0|2.44|-4.32|4.81e-05|0.0201|2.88|0.0|0.0|7.599999999999999e-08|3.17e-05|5.2313|3.66|-1431.404673|-1431.373326|666.09|1120.43|319.85|237.0|507.71|0.38905|0.69109|0.3892|4.8181|-1431.239759|6.5278|8.0458
15_a47|1|0|6.605297921|0|0|1.304329657|2|0.042285714|-0.130885389|-0.21194909|-0.0026314909999999|0.086682657|10.9497222|0.0506476009999999|1|1|-0.002377481|-0.017562097|-0.332654104|2|0.830688568|-0.131424138|0.081171071|1|0.791753677|-0.084413593|-0.0904066519999999|-45.1562696|8.917011222000001|-0.033307714|-25.87091101|0.0|-24.15592798|59.79410145|-17.81765281|54.07328082|0.477646539|423.5412927|-677.0708068|869.1027727|-9.531388265|13.37174753|0.914412511|5075.773767000001|-362.1927541|25.03780079|-226.4191275|383.4213189|1.0|0.0|1.0|1.0|2.0|2.1|21.0|-8.49|2.83|2.0|96.6|1.0|-4.89|25.0|353.78|0.0|1.0|3.74|-4.85|1.41e-05|0.00499|3.8|0.0|0.0|3.22e-09|1.14e-06|4.3312|3.33|-1527.4104|-1527.376145|552.16|930.51|305.43|286.26|419.75|0.67203|0.68008|0.0759|2.2271|-1527.316555|3.7709|7.8
galu_a46|0|1|7.535296702|1|1|1.343828866|2|0.039550827|-0.090581301|-0.327651527|0.002865697|-0.094815394|10.92740177|-0.1121767259999999|1|1|0.003107816|0.0481706809999999|-0.4671565689999999|2|0.81708619|0.044184467|-0.173285585|1|0.7637964079999999|-0.0910072869999999|-0.089050651|-50.93538037|6.915480101|-0.03220981|-27.89483984|68.43088526|-28.50774993|57.65745491|-18.02733582|57.85086047|0.468241745|427.4851161|-847.2847833999999|1755.2047|-10.08962292|12.12170938|0.880553787|5641.451892|-474.2122773|23.01702105|-317.0250717|542.7276591|1.0|1.0|1.0|1.0|1.0|2.75|21.0|-7.13|1.84|1.0|108.18|1.0|-3.85|28.0|369.42|0.0|1.0|2.84|-3.99|0.000102|0.0375|2.39|0.0|0.0|7.45e-08|2.75e-05||||||||||||||||7.2924
13l_a6|0|0|7.412764017000001|1|1|1.4242139390000002|1|0.0408037829999999|0.090187973|-0.858070925|-0.009326562|-0.037558466|10.95129637|-0.086595185|1|1|-0.006280295|-0.073210645|-0.564860904|1|0.7908110340000001|-0.058931734|-0.1470289659999999|0|0.643098986|-0.118071236|-0.126521431|-82.24617981|20.90615311|-0.0451862259999999|-61.3913735|118.3485042|-57.29112645|100.8610837|-31.47586631|103.1523329|0.4257335779999999|447.9705372|-1762.648513|3127.831037|-21.92549054|15.34147837|0.7413520309999999|6462.086665999999|-1227.82747|39.65857501|-409.1314702|741.5222707|1.0|1.0|1.0|1.0|3.0|2.22|23.0|-8.89|1.39|1.0|124.98|1.0|-5.49|33.0|441.48|0.0|1.0|3.07|-4.77|1.7100000000000002e-05|0.0075599999999999|3.39|0.0|0.0|1.29e-09|5.7e-07|3.6675|5.41|-1465.865882|-1465.834958|735.52|1249.13|349.26|338.07|578.91|0.7002|0.70515|0.0165|7.2582|-1465.624566|8.9893|6.4145
4m_a46|0|1|7.825245291|1|1|1.134637002|1|0.041865079|-0.302054595|-0.0329557579999999|0.011122528|-0.142061192|10.94319657|0.007901235|1|1|0.010359417|-0.029022201|-0.098201489|1|0.747676221|-0.099662698|0.011235955|0|0.948973877|-0.067320375|-0.0672468|-35.4774406|5.74716122|-0.0224155999999999|-18.67596877|35.77391986|-18.69640205|41.88525631|-11.81288911|41.22460182|0.463006576|500.1036387|-531.5800101|1639.260563|-6.225322922999999|9.923886653|0.8622201970000001|4750.325312|-280.1395315|16.11061509|-245.828396|486.9589609|0.0|1.0|1.0|1.0|0.0|2.9|17.0|-6.88|2.5|1.0|98.69|1.0|-4.52|25.0|328.41|0.0|1.0|3.59|-4.57|2.68e-05|0.0088|3.69|0.0|0.0|1.31e-07|4.31e-05|6.0419|3.45|-1031.138426|-1031.109224|558.63|975.72|285.18|205.21|468.63|0.38389|0.68505|0.1557|3.9226|-1030.980844|5.2326|5.8901
9_a15|0|0|0.0|0|0|1.419941378|1|0.04022792|0.096418279|-0.506073953|1.7800000000000002e-05|0.05688176|10.95880687|0.005692073|0|0|0.003160815|-0.295062413|-0.344978312|1|0.7059441040000001|0.088615068|0.010183805|0|0.846156316|-0.073701648|-0.11668349|-41.10356167|18.10574464|-0.028575549|-36.29225274|54.69975317|-22.92354152|85.14415759|-15.93664265|59.20930631|0.4517825079999999|471.903131|-780.8954896|1689.926339|-8.88789863|10.00547485|0.8240935659999999|5375.400861|-435.5070329|31.09118831|-14.02896218|532.0914339999999|1.0|1.0|0.0|1.0|1.0|3.37|18.0|-7.57|1.96|2.0|104.74|1.0|-5.25|27.0|366.41|0.0|1.0|3.69|-4.81|1.53e-05|0.00562|4.24|0.0|0.0|2.69e-08|9.86e-06|4.3447|3.36|-1223.705126|-1223.687392|588.55|1042.17|330.74|285.37|507.33|0.6512399999999999|0.70552|0.0115|1.4625|-1223.522216|2188.0|6.9706
8b_a50|1|1|7.860570786|1|1|1.398299046|1|0.035718954|-0.096039086|-0.1812055289999999|0.006841944|-0.009441452|10.945024|-0.0180233089999999|2|2|0.007057361|-0.116174481|-0.332085641|1|0.809463375|-0.027207307|-0.031953774|1|0.845349082|-0.072629787|-0.078068703|-34.79187329|10.30543157|-0.030360051|-17.91443197|0.0|-16.66636363|49.02840043|-14.54338619|45.09730487|0.428882006|404.9478761|-523.561903|1401.458274|-6.966723542|9.26652151|0.75095166|4446.001554|-250.8020475|21.65129387|-164.5084115|339.5806858|1.0|0.0|1.0|1.0|1.0|1.69|20.0|-5.94|1.79|0.0|89.78|2.0|-3.44|23.0|299.33|0.0|1.0|2.51|-3.81|0.000154|46.0|2.55|0.0|0.0|1.16e-06|0.000347|4.5256|2.11|-967.3527447|-967.3160428|515.81|857.53|296.58|273.96|353.17|0.5533|0.59283|121.0|3.8213|-967.258772|5.8205|7.1675
19a_a22|0|1|6.842683282|0|0|1.422917238|2|0.0389622639999999|-0.020553065|-0.548716971|-0.002607064|-0.011513343|10.9464374|0.016501913|1|1|-0.001355145|-0.0611158559999999|-0.496053375|2|0.777600172|-0.155892259|0.0271939039999999|1|0.744354735|-0.090145161|-0.09370213|-67.26339083|18.53458775|-0.035138299|-52.17015658|106.645364|-50.18975739|89.23486638|-26.21905704|85.79797858|0.4347718229999999|555.4133255|-1468.267194|2607.322873|-19.56380872|15.30120355|0.76919701|7095.27723|-1095.573288|38.29242013|-275.6435167|781.8210659|1.0|1.0|1.0|1.0|2.0|2.27|27.0|-8.76|0.98|1.0|132.15|1.0|-4.38|35.0|463.49|0.0|0.0|2.36|-4.11|7.69e-05|0.0356|2.05|0.0|0.0|1.73e-09|8e-07|5.0397|5.69|-1537.071348|-1537.0241640000002|740.07|1277.14|346.24|246.01|567.03|0.34556|0.66605|0.0623|4.5288|-1536.823574|6.5658|7.3188
10_a32|1|0|7.765993078999999|0|0|0.6094207629999999|0|0.03995614|-0.020186906|-0.771023817|-0.0064007569999999|-0.028431775|10.31100271|-0.047619048|3|3|-0.00369116|-0.229450999|-0.690879647|0|0.8607827790000001|0.012125768|-0.079818594|1|0.7622839570000001|-0.088310158|-0.1223816869999999|-54.55170955|15.91131724|-0.038939628|-46.69945835|52.24660367|-33.69815077|91.10767604|-24.0541214|70.46302679|0.449853016|470.8845962|-1058.381342|2980.525719|-14.85891856|12.86809583|0.81769605|5842.926058|-653.7924168|34.62844557|-240.4628923|513.9156315|0.0|1.0|1.0|1.0|2.0|3.12|19.0|-6.99|0.88|1.0|107.14|1.0|-6.04|27.0|399.49|1.0|1.0|3.42|-4.41|3.89e-05|0.0155|3.23|0.0|0.0|1.0300000000000001e-07|4.13e-05|3.6441|4.12|-1916.668776|-1916.631761|654.7|1086.09|340.24|340.24|533.89|0.70228|0.70228|0.2983|2.4919|-1916.519894|3.2297|8.1427
1d_a5|0|0|6.605297921|0|0|1.217311475|2|0.030074074|-0.118028278|-0.2688711589999999|-0.0012491689999999|-0.2261588939999999|10.94437658|-0.010183824|1|1|-0.000700145|0.004923698|-0.38633065|2|0.7595197290000001|-0.058872605|-0.015804188|0|0.8965037640000001|-0.088396743|-0.086213657|-47.76176205|4.288788702|-0.036640804|-25.16889922|0.0|-25.80622135|56.83734591|-19.79744178|52.05055075|0.471074204|484.3911442|-791.897671|1172.890724|-10.69678217|11.5640749|0.89062437|5717.438103|-427.8712868|25.69414151|-292.3128788|403.396385|1.0|0.0|1.0|1.0|1.0|2.19|23.0|-8.88|2.73|2.0|95.49|1.0|-4.79|27.0|366.34|1.0|1.0|4.15|-4.97|1.0800000000000002e-05|0.00396|3.95|0.0|0.0|1.3300000000000002e-09|4.86e-07|4.8725|3.58|-1288.340378|-1288.306458|567.04|951.63|268.88|254.46|414.59|0.41781|0.5764600000000001|0.0982|3.7798|-1288.253849|5.3765|5.03
3e_a32|1|0|7.773594467000001|0|0|0.609420788|0|0.044949495|-0.057366352|-0.275255791|0.000655875|-0.114649277|10.31100276|-0.080731823|3|3|0.002004382|-0.1395294259999999|-0.551661318|0|0.8046468659999999|-0.061561535|-0.12378337|1|0.8681696109999999|-0.073411249|-0.100056595|-39.56206964|6.69516884|-0.030786645|-29.05885545|0.0|-21.32040233|60.86894767|-16.59123638|46.25723848|0.4513338939999999|467.865447|-647.0582188|1732.3689949999998|-8.941186293|10.68709999|0.822602107|4827.877259000001|-348.70626539999995|21.40099522|-296.6758413|421.3548777|1.0|1.0|1.0|1.0|1.0|3.04|19.0|-6.92|1.94|1.0|97.86|1.0|-6.52|23.0|340.47|0.0|1.0|4.3|-5.18|6.6e-06|0.00225|4.47|0.0|0.0|1.2099999999999998e-07|4.13e-05|3.5589|3.52|-1672.748189|-1672.722302|578.77|956.67|348.38|348.38|456.76|0.7025399999999999|0.7025399999999999|0.2914|3.4537|-1672.62984|5.6928|8.0862
