molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|NaasN|SRW09|nAHRing|nARing|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|BCUTi-1|n5aHRing|AATSC7i|MATS1i|MATS1c|n6aHRing|GATS1are|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|RPCS|FNSA1|FNSA2|DPSA5|PNSA4|GRAVp|PNSA2|WNSA4|FPSA1|GeomDiameter|WNSA2|DPSA4|FPSA5|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50
19a_a38|1|0|0|3.3685352889999995|0|7.412764017000001|2|2|1.297044508|-0.084389038|-0.007986407|5.351858133|-0.082283951|2|0.043848238|0.054257043|-0.431265985|-0.002526241|10.96083376|1|0.116434494|-0.101303149|-0.4342819429999999|1|0.724208473|-0.133130383|0.8741648479999999|0.698414933|0|0.747152898|-0.08593151|-0.108300308|-51.36166266|-64.73159672|13.23456869|137.2318698|0.252847102|151.1278869|0.0|0.744796537|-1.949405536|77.20795279999999|-23.30337482|2774.129458|-1165.168741|-13.92853534|0.255203463|12.96056449|-696.4267669|31.28824271|0.020873781|1564.412135|12.47635608|1.0|1.0|1.0|1.0|1.0|3.0|4.83|2.56|0.14|17.0|-6.86|81.23|2.4|1.0|125.69|5.0|-4.14|-6.77|401.44|2.68|7.209999999999999e-05|0.0272|2.78|0.0|1.4e-07|5.610000000000001e-05|3.9212|3.41|3.6504|-1332.1529369999998|628.65|1092.25|316.19|0.6329100000000001|0.68835|0.0721|-0.15108|0.03338983|-1332.002093|0.01|8.0106
8a_a12|0|0|0|0.0|0|0.0|1|1|1.283813597|0.082323047|-0.00771093|0.0|-0.052287869|3|0.0420317459999999|-0.205012437|-0.362413703|-0.001510006|10.95472846|0|-0.3422915179999999|-0.135424346|-0.5385001079999999|2|0.913877696|-0.146966854|0.8157289759999999|0.862306783|0|0.892656426|-0.05926895|-0.093050281|-30.69873711|-48.195997|5.354053791|46.32568673|0.107343574|55.59930083|0.0|0.791430726|-1.4888045019999998|55.45388635|-17.52581709|2212.38965|-771.1359521|-9.077610683|0.208569274|9.607296424|-399.41487|22.14447395|0.014012546|974.3568539|7.257889351|1.0|1.0|1.0|0.0|1.0|1.0|4.06|3.06|0.15|18.0|-7.89|50.17|2.89|0.0|105.24|3.0|-3.9|-6.04|327.38|3.1|0.000125|0.0203|3.18|0.0|1.28e-08|4.2e-06|3.9091|3.41|3.9091|-1046.0210880000002|556.3|952.71|317.17|0.6309100000000001|0.6309100000000001|0.2486|-0.15696|0.02180654|-1045.902509|199.0|6.7011
17_a47|1|1|1|3.011740664|0|6.605297921|0|0|1.4168589319999998|-0.181485377|-0.003764469|4.59511985|-0.019259259|3|0.031802469|-0.105849578|-0.2032813319999999|0.0042378929999999|10.9385382|1|-0.180898239|-0.0184347939999999|-0.3004189439999999|3|0.8007970640000001|-0.010871607|0.814790949|0.7666613659999999|1|0.852282407|-0.07185129|-0.082994667|-43.82821253|-50.62550618|7.87914003|68.64478326|0.147717593|90.10552332|0.0|0.7457517659999999|-1.493904005|60.33408274|-18.22518223|2672.497352|-911.2591113|-11.11708872|0.2542482339999999|13.10144249|-555.8544359|24.43867122|0.0159160889999999|1221.9335609999998|9.708576558|1.0|1.0|0.0|1.0|1.0|2.0|3.44|2.39|0.08|27.0|-10.1|79.38|2.26|2.0|119.83|4.0|-5.4|-5.83|392.46|3.85|3.98e-06|0.0024|4.03|0.0|7.96e-11|3.12e-08|4.2784|3.07|4.2784|-1254.943823|656.78|1127.7|289.79|0.6844100000000001|0.6844100000000001|0.4308|-0.17606|0.04130125|-1254.795084|5.0|8.3
8b_a50|1|1|1|3.1324050960000003|1|7.860570786|1|1|1.398299046|-0.115740384|-0.0045301379999999|5.777652323|-0.009597908|1|0.035718954|-0.096039086|-0.1812055289999999|0.006841944|10.945024|2|-0.170496134|-0.065440141|-0.332085641|1|0.753629415|-0.031953774|0.8836675340000001|0.71043578|1|0.845349082|-0.072629787|-0.078068703|-34.79187329|-37.39727879|10.30543157|131.417573|0.154650918|74.08248511|0.0|0.6717097959999999|-1.092961836|49.02840043|-14.54338619|2143.807599|-523.561903|-6.966723542|0.328290204|9.26652151|-250.8020475|21.65129387|0.024280552|779.4465792000001|11.63112165|1.0|1.0|0.0|1.0|1.0|1.0|3.21|1.69|0.06|20.0|-5.94|59.39|1.79|0.0|89.78|2.0|-3.44|-6.32|299.33|2.51|0.000359|46.0|2.55|0.0|1.16e-06|0.000347|4.5256|2.11|4.1804|-967.3160428|515.81|857.53|273.96|0.5533|0.59283|121.0|-0.1724099999999999|0.036701907|-967.258772|68.0|7.1675
11_a33|1|1|1|3.221176304|0|7.686621335|0|0|0.609352951|-0.151505631|-0.008708023|5.6869753560000005|-0.039406316|0|0.034984568|0.055664124|-0.32219686|-0.003303432|10.31100126|3|0.105574347|-0.122478641|-0.393892466|0|0.8389087140000001|-0.014463304|0.921896958|0.781083337|1|0.857287241|-0.070841241|-0.104881435|-34.4118011|-50.94714637|16.37099833|45.43139569|0.142712759|69.3240686|0.0|0.552878386|-1.048814353|68.11455221|-14.98445481|2220.315582|-509.4714637|-7.278840251|0.447121614|9.837729137|-247.4805685|27.10262364|0.035341374|921.4892038|17.16740584|1.0|1.0|1.0|1.0|1.0|1.0|3.19|2.31|0.13|19.0|-6.23|120.17|0.89|0.0|89.77|3.0|-5.48|-5.97|328.41|3.28|3.32e-06|0.0136|3.28|0.0|5.92e-07|0.000194|3.5049|1.93|3.5049|-1669.304085|506.55|858.89|353.74|0.70381|0.70381|0.5408|-0.14132|0.02055276|-1669.251123|5.0|8.3188
3a_a12|0|0|0|0.0|0|0.0|1|1|1.28383802|0.13714555|-0.007671441|0.0|-0.042445446|2|0.032544803|-0.1231529169999999|-0.322200517|-0.0025830939999999|10.95455336|0|-0.205054123|-0.072889493|-0.5274624179999999|1|0.943290857|-0.032466697|0.759068438|0.8847197109999999|0|0.871985494|-0.07121814|-0.090803706|-34.84701355|-44.430225|4.615711776|71.11710277|0.128014506|62.63745781|0.0|0.781050096|-1.362055589|52.21461165|-17.08854808|2045.857684|-666.453375|-8.361421244|0.2189499039999999|11.01449587|-326.0954285|21.87893986|0.015909241|853.2786545|7.784386645|1.0|1.0|1.0|0.0|1.0|1.0|3.84|2.74|0.05|18.0|-7.5|37.28|3.09|0.0|97.52|3.0|-3.6|-5.88|298.34|2.98|0.00025|0.0263|3.15|0.0|3.13e-08|9.33e-06|4.2336|3.33|3.7304|-951.3480023|528.84|875.71|292.86|-0.34688|0.66895|128.0|-0.15328|0.023184956|-951.264072|194.0|6.7122
19h_a38|1|0|0|3.2723542610000003|0|7.412764017000001|2|2|1.297044177|-0.088176988|-0.007781653|5.351858133|-0.082283951|2|0.042622739|0.14165187|-0.420209249|-0.002526241|10.96083376|1|0.303981987|-0.101303149|-0.420225236|1|0.724208473|-0.121374121|0.8741648479999999|0.698414933|0|0.7746288020000001|-0.082211319|-0.109986804|-48.43313101|-64.79649453|12.51014765|136.81322659999998|0.225371198|132.7728693|0.0|0.75379331|-1.979762478|76.70128100000001|-23.32673803|2774.611523|-1166.336902|-13.74247449|0.24620669|12.98143834|-687.1237247|30.94580137|0.020207411|1547.290068|11.90478646|1.0|1.0|1.0|1.0|1.0|3.0|4.8|2.43|0.14|17.0|-6.86|81.23|2.4|1.0|125.69|5.0|-4.14|-6.77|401.44|2.66|7.209999999999999e-05|0.0272|2.78|0.0|1.4e-07|5.610000000000001e-05|3.7384|3.41|3.5358|-1332.1538779999998|626.65|1092.17|331.65|0.68472|0.69012|88.0|-0.1467099999999999|0.03396934|-1331.999352|9.0|8.0348
21a_a23|0|1|1|0.0|2|7.525639975|0|0|1.197963603|0.1049806919999999|-0.005708466|5.4161004020000005|-0.038876045|2|0.042862319|0.071115216|-0.3082571839999999|0.01269616|10.31321782|2|0.130024255|-0.074441567|-0.484404194|2|0.725800261|-0.137122549|0.79188323|0.6906097959999999|1|0.926538469|-0.051521215|-0.082341001|-34.01266735|-54.35891011|7.634348008|39.56172507|0.073461531|48.49696614|82.08958626|0.842121383|-1.729161021|61.73864319|-22.83074225|2880.257677|-1141.537112|-15.07212993|0.157878617|15.66066298|-753.6064963|27.11098744|0.011178565|1355.5493720000002|7.379733085|0.0|0.0|1.0|1.0|1.0|1.0|3.53|3.48|0.09|26.0|-7.78|105.02|3.24|2.0|125.25|5.0|-5.89|-6.07|425.51|3.78|1.3e-06|0.00225|3.98|0.0|1.65e-08|7.03e-06|3.6993|3.75|3.6993|-1669.23053|701.01|1189.63|335.16|0.60824|0.60824|0.3692|-0.15024|0.0203361|-1669.0502720000002|102.0|6.9914
13b_a50|0|1|1|0.0|2|7.934155233999999|2|2|1.267593379|-0.067327798|-0.003876697|5.82008293|0.010464577|2|0.032833333|-0.0204949039999999|-0.263615417|0.010435712|10.94500743|2|-0.03182432|-0.173463805|-0.319215353|1|0.749187803|-0.097736369|0.828965118|0.71935296|1|0.906164013|-0.051509874|-0.080785633|-36.81915624|-57.74541064|14.22401427|104.0753113|0.093835987|67.07377798|150.45293569999998|0.700410304|-1.696498291|70.09526468|-19.24847021|3036.874979|-1212.6536230000002|-13.75876844|0.299589696|16.75483549|-866.8024118999999|27.48170624|0.017277404|1731.347493|12.34985404|1.0|1.0|1.0|1.0|1.0|0.0|4.78|4.17|0.37|20.0|-7.23|66.99|2.52|2.0|133.36|7.0|-5.02|-6.3|455.55|3.99|9.65e-06|0.00361|3.91|0.0|5.87e-08|2.68e-05|4.2315|3.63|4.1161|-1470.3699789999998|780.4|1339.39|293.0|0.65332|0.63872|0.1553|-0.1701599999999999|0.03156473|1470.104535|1.83|5.7375
12ao_a36|1|0|0|3.477902101|0|7.412764017000001|2|2|1.297043885|-0.058597382|-0.007081548|5.351858133|-0.065314765|2|0.042739018|0.0895536619999999|-0.410729809|0.002782748|10.94919858|1|0.1523047569999999|-0.095253274|-0.435820128|1|0.90500247|-0.05785124|0.8800240009999999|0.856135378|0|0.832582759|-0.077866573|-0.1019516769999999|-51.52001456|-67.45579866|11.76697353|85.17634667|0.167417241|110.7707502|0.0|0.7820981779999999|-2.039033535|78.51108393|-24.98362913|2794.663089|-1349.115973|-16.53028876|0.217901822|16.33039817|-892.6355932|31.9443643|0.016708791|1724.9956719999998|11.05528527|1.0|0.0|0.0|1.0|0.0|2.0|4.87|0.0|0.12|17.0|-7.01|69.2|2.38|1.0|133.84|6.0|-4.58|-6.34|407.47|2.37|2.6e-05|0.0115|3.45|0.0|9.66e-08|3.94e-05|4.6597|3.83|3.4743|-1310.328652|701.9|1190.17|266.08|0.4962|0.7045|0.0033|-0.14207|0.03244719|-1310.138396|0.03|7.5229
12v_a30|0|0|0|0.0|0|7.412764017000001|2|2|0.604983445|0.037440652|-0.006974714|5.351858133|-0.029548782|2|0.04625323|-0.099831334|-0.369659818|0.002431329|10.31162873|1|-0.173424818|-0.0493878409999999|-0.471153275|1|0.8149999040000001|-0.080971844|0.889479916|0.711738503|0|0.8501212029999999|-0.077138874|-0.0971402169999999|-52.18846092|-65.72041011|10.70556236|82.09302037|0.1498787969999999|101.4008026|0.0|0.806069067|-1.845664126|75.73440678|-25.48342433|3001.758432|-1248.687792|-17.2408622|0.193930933|15.56114504|-844.8022477|31.6144427|0.014801518|1549.107692|10.01399667|1.0|0.0|1.0|1.0|0.0|1.0|4.62|0.0|0.14|17.0|-7.8|81.65|3.79|2.0|137.3|5.0|-6.58|-5.52|467.37|3.59|2.64e-07|0.0004269999999999|5.12|0.0|1.58e-08|7.39e-06|3.5507|5.08|3.5507|-2494.92869|715.58|1209.1|349.18|0.68405|0.68405|0.1601|-0.1505099999999999|0.03495552|-2494.802821|22.0|7.6596
25b_a34|0|0|0|0.0|1|7.412764017000001|1|1|1.290860233|0.133975789|-0.015658012|5.351858133|-0.0929479709999999|1|0.04037037|-0.150946163|-0.861190687|-0.00378755|10.95957635|1|-0.2360985169999999|-0.278635968|-0.623853334|1|0.832166825|-0.101529052|0.83883012|0.787858064|0|0.656573108|-0.1030760719999999|-0.137924163|-64.37123451|-86.13394472|18.82143547|165.2408865|0.343426892|214.470853|49.2835599|0.76274549|-2.206786613|98.0416108|-26.50275222|2611.55928|-1378.143115|-16.55102732|0.23725451|11.00434095|-860.6534206|34.74652105|0.019067452|1806.819095|11.90766609|0.0|1.0|1.0|1.0|1.0|2.0|3.53|3.39|0.29|17.0|-6.42|90.3|1.56|1.0|108.21|7.0|-3.82|-7.07|393.44|2.58|0.00015|0.0796|2.29|0.0|3.8100000000000004e-07|0.00015|4.2253|5.06|4.2253|-1313.361559|668.48|1136.16|293.43|0.6925600000000001|0.6925600000000001|0.2259|-0.17564|0.02655501|-1313.194808|2.08|5.6819
1f_a5|1|0|0|2.824395738|0|6.605297921|0|0|1.218960329|-0.139907335|-0.00645569|4.59511985|-0.31059482|2|0.029105691|-0.118028278|-0.277594656|-0.0012491689999999|10.94527671|1|-0.389011185|0.001493879|-0.401165734|2|0.525406088|-0.000969932|0.834250802|0.513260607|0|0.888073448|-0.091412569|-0.083857856|-50.98614411|-46.77243802|4.687041957|201.7057715|0.111926552|62.42799372|0.21377016|0.757522389|-1.425583552|57.83835135|-19.87828616|2482.949545|-795.1314464|-11.0872845|0.242477611|13.35549635|-443.4913802|26.24118632|0.01983997|1049.647453|11.06591332|1.0|1.0|0.0|1.0|1.0|1.0|2.9|2.61|0.05|23.0|-8.88|54.46|2.73|2.0|95.49|4.0|-4.79|-5.73|366.34|4.23|1.6100000000000002e-05|0.00396|3.95|0.0|1.3300000000000002e-09|4.86e-07|4.7485|3.58|4.5758|-1288.3196369999998|577.11|958.06|261.1|0.47267|0.42446|0.0228|-0.18224|0.03370206|-1288.263745|0.24|6.6198
4j_a46|0|0|0|0.0|1|7.825245291|1|1|1.134637093|-0.175292207|-0.002284836|5.587248657999999|-0.012405467|1|0.048126615|-0.0529855709999999|-0.130235627|0.011968098|10.94638774|1|-0.078783783|-0.0589746909999999|-0.226712003|1|0.72796254|-0.258222236|0.763724435|0.728293097|0|0.949893337|-0.05924408|-0.074417476|-34.99059698|-43.95227197|8.812983129|70.56141095|0.0501066629999999|29.59387777|71.98911503|0.776932317|-1.339514565|50.26191521|-14.65075732|2260.870095|-791.1408955|-8.652995323999999|0.223067683|10.49957018|-467.2617475|18.85718615|0.0106831269999999|1018.288052|6.30964324|0.0|1.0|1.0|1.0|1.0|0.0|4.0|3.9|0.39|17.0|-7.69|39.94|3.28|2.0|110.24|4.0|-5.38|-5.09|361.48|4.5|4.16e-06|0.00176|4.81|0.0|2.03e-08|7.33e-06|5.3949|4.93|4.4093|-1132.018764|646.67|1112.13|229.82|0.37853|0.69413|0.1418|-0.18387|0.02491327|-1131.817578|805.0|6.0942
12f_a36|1|0|0|3.50900085|0|7.412764017000001|2|2|1.297042537|-0.066269699|-0.006773586|5.351858133|-0.032343041|2|0.039061728|0.10938259|-0.40641518|0.003676818|10.95389399|1|0.182557897|-0.101854847|-0.438198895|1|0.902377067|-0.1188384119999999|0.8700396090000001|0.857993338|0|0.8435569079999999|-0.071035495|-0.100276611|-46.86832019|-66.16123807|11.77610852|43.53853176|0.156443092|103.2191714|0.835268043|0.7803018709999999|-2.00553221|76.51015325|-23.629013600000004|2770.818472|-1323.224761|-15.59012402|0.219698129|13.84366076|-873.0469447999999|30.28188764|0.015685228|1695.785708|10.34891518|1.0|0.0|0.0|1.0|0.0|2.0|4.94|0.0|0.21|17.0|-7.36|69.2|2.45|1.0|133.52|6.0|-4.61|-6.33|409.49|2.4|2.48e-05|0.0109|3.47|0.0|4.38e-08|1.7899999999999998e-05|5.2106|3.87|3.6545|-1311.550167|699.88|1195.77|237.95|0.37095|0.70126|0.0231|-0.15011|0.02879265|-1311.345557|11.0|7.9586
12a_a32|1|1|1|3.442930603|0|7.765993078999999|0|0|0.609420757|0.087371302|-0.009460484|5.733341277|-0.057200812|0|0.036711712|-0.0134169989999999|-0.463563696|-0.003484915|10.31100269|3|-0.024155151|-0.0852122769999999|-0.583507277|0|0.788133615|-0.125149165|0.8966299409999999|0.7507116140000001|1|0.788702323|-0.085324121|-0.109151429|-53.20970382|-68.06885478|10.31184223|111.9735444|0.211297677|131.7691491|62.28768050000001|0.667706375|-1.4189685719999998|81.41372467|-19.23685026|2572.916338|-884.8951120999999|-11.99645651|0.332293625|13.03685125|-551.8369996|28.81034388|0.021399091|1325.275819|13.34486989|1.0|1.0|1.0|1.0|1.0|2.0|3.45|2.85|0.26|19.0|-7.65|140.04|1.1|1.0|110.47|7.0|-6.01|-6.32|397.52|3.6|9.78e-07|0.0126|3.39|0.0|2.23e-08|8.86e-06|3576.0|4.63|3576.0|-1880.734215|667.68|1114.3|346.71|0.7025600000000001|0.7025600000000001|0.2908|-0.14827|0.03682626|-1880.600043|25.0|7.6021
3b_a49|0|0|0|0.0|1|7.535296702|1|1|1.343850026|-0.003115526|-0.0057605869999999|5.4161004020000005|-0.055724324|2|0.034155556|-0.090939066|-0.322592863|0.000607064|10.92976559|1|-0.151131362|0.000511959|-0.405529602|2|0.7745859279999999|0.006213385|0.845992028|0.749565191|1|0.749104358|-0.0883601469999999|-0.0846496|-54.04959517|-51.77986692|8.304484449|325.6896751|0.250895642|153.4719941|81.60358988|0.656865946|-1.439043207|64.91785551|-16.92803342|2660.339607|-880.2577376|-10.35481932|0.3431340539999999|13.85181805|-538.4506046|25.77091035|0.021477952|1340.087338|13.13798859|1.0|1.0|1.0|1.0|1.0|2.0|3.37|2.43|0.22|21.0|-7.58|98.72|1.25|1.0|116.94|6.0|-3.53|-7.42|398.46|2.38|0.000293|102.0|1.84|0.0|2.64e-08|1.05e-05|4.6669|3.4|3.8418|-1293.291817|664.15|1132.92|265.67|0.5798|0.6632|0.0759|-0.1587|0.0368692|-1293.106236|25.0|7.6021
3a_a32|1|1|1|3.226454082|0|7.678326357|0|0|0.6094208210000001|-0.0505635059999999|-0.007588088|5.6869753560000005|-0.045659995|0|0.03382716|-0.014365682|-0.250406908|-0.002794182|10.31100283|3|-0.028290955|-0.079652285|-0.491457345|0|0.84134255|0.215012723|0.921812162|0.7757299320000001|1|0.817070968|-0.080607266|-0.0970820759999999|-37.30101542|-44.92473442|10.39727075|87.55216606|0.182929032|84.65041685|0.0|0.6723099029999999|-0.970820756|55.87310101|-14.97491147|2028.93875|-449.2473442|-6.929640892|0.327690097|10.67859439|-207.8892268|22.27382254|0.0236593529999999|668.2146761|10.9483666|0.0|1.0|1.0|1.0|1.0|1.0|2.96|2.21|0.07|19.0|-6.12|110.94|1.19|0.0|83.28|2.0|-5.32|-5.77|298.39|3.32|4.83e-06|0.0134|3.31|0.0|7.66e-07|0.0002279999999999|3.6308|2.17|3.6308|-1554.768725|492.91|801.12|341.48|0.70229|0.70229|0.2719|-0.15058|0.02744024|-1554.748543|3.0|8.5686
6_a3|0|0|0|0.0|0|6.823286122000001|0|0|0.605016564|0.155665791|-0.008934536|4.727387819|-0.106234254|2|0.038650794|-0.025021661|-0.330577816|-0.007540435|10.3116226|1|-0.0445675709999999|0.020589494|-0.594308852|2|0.881253042|0.055002252|0.8632654590000001|0.773152968|1|0.783322023|-0.1042506469999999|-0.098669224|-52.01903278|-49.23401228|5.449560482000001|236.2008316|0.216677977|108.118071|77.06094911|0.80281499|-1.282699916|56.71997588|-18.8247694|2196.107822|-640.0421597|-9.393191593|0.19718501|8.982311462|-319.3685142|23.4484528|0.0150025189999999|797.2473951000001|7.485963593999999|1.0|1.0|1.0|1.0|1.0|1.0|3.05|2.65|0.0|21.0|-7.48|92.93|2.11|1.0|95.5|2.0|-5.44|-5.68|338.81|3.63|3.67e-06|0.00455|3.79|0.0|3.28e-08|1.11e-05|5.8279|3.09|3.3963|-1731.7043199999998|524.88|884.88|212.74|0.3369|0.69323|129.0|-0.1465|0.03079258|-1731.6508010000002|1778.0|5.7501
9g_a40|0|0|0|0.0|1|7.515889085|0|0|0.604992427|-0.058811055|-0.0054957819999999|5.4161004020000005|-0.0220464379999999|0|0.043730159|0.07954859|-0.225327061|0.011921308|10.31197177|2|0.133954053|-0.037217966|-0.383703998|0|0.694156166|-0.242405063|0.821935848|0.665414608|1|0.90454157|-0.063539055|-0.079033043|-33.47455057|-41.63731423|11.25704374|65.74631496|0.09545843|50.29077056|64.08637519|0.740240206|-1.185495647|51.16627179|-16.43578193|2169.234651|-624.5597134|-8.658932892000001|0.259759794|15.62271835|-329.0394499|22.20330888|0.018087202|843.7257374|9.528957565|0.0|1.0|0.0|1.0|1.0|1.0|2.8|1.78|0.06|22.0|-6.43|72.28|0.64|0.0|87.53|3.0|-2.49|-7.17|302.33|1.93|0.00323|247.0|1.37|0.0|3.720000000000001e-07|0.000113|3.0778|3.83|3.0778|-1332.476347|559.04|923.42|402.84|0.70233|0.70233|0.3563|-0.12765|0.01134289|-1332.369643|3548.0|5.45
22_a10|0|0|0|0.0|1|7.535296702|1|1|1.343837143|-0.067641834|-0.005035102|5.4161004020000005|-0.017163935|2|0.036101695|-0.026750502|-0.332316729|0.008350227|10.92966136|1|-0.042831367|-0.129989728|-0.356699217|2|0.670763832|-0.033474297|0.79665945|0.646474494|1|0.8698299140000001|-0.053881447|-0.0649866779999999|-41.96631248|-50.61577509|13.023146|75.58376652|0.130170086|101.3847763|60.10354816|0.564323334|-1.3647202319999998|71.13124588|-17.4251029|3241.833491|-1062.931277|-13.57178303|0.435676666|15.30289992|-827.8787647|30.87787063|0.026340252|1883.550109|20.51547079|1.0|1.0|1.0|1.0|1.0|0.0|3.74|4.14|0.17|27.0|-9.37|73.14|2.8|2.0|139.53|6.0|-5.34|-6.29|475.54|4.26|4.55e-06|0.0014|4.1|0.0|4.27e-10|2.03e-07|4.8251|5.65|3.8517|-1544.203968|770.92|1339.48|256.95|0.4483899999999999|0.6834100000000001|0.1922|-0.16095|0.03366599|-1543.959333|1.1|5.9586
19j_a38|1|0|0|3.235947106|0|7.412764017000001|2|2|1.29704352|-0.089207643|-0.007976154|5.351858133|-0.04575843|2|0.04391253|0.105682345|-0.438688445|-0.004442319|10.95429182|1|0.23209815|-0.09493054|-0.42133715|1|0.7163622890000001|-0.060360554|0.908721232|0.6885713729999999|0|0.8071763829999999|-0.0844479869999999|-0.108006563|-57.80349365|-73.92901683|17.15233756|131.29876370000002|0.192823617|131.9851314|29.18585028|0.714369845|-1.944118135|90.05233553|-26.09259418|2969.234865|-1330.722303|-17.86002424|0.285630155|12.69084117|-910.8612362|36.5253298|0.023555355|1862.79182|16.123318700000002|1.0|0.0|1.0|1.0|1.0|3.0|4.81|2.34|0.13|17.0|-6.92|105.02|1.76|1.0|130.41|5.0|-4.35|-7.13|426.45|2.44|4.46e-05|0.0322|2.5|0.0|1.2099999999999998e-07|5.14e-05|6.0361|3.23|3.6886|-1424.390074|686.26|1163.3|205.41|0.30419|0.69435|0.2625|-0.15182|0.03678378|-1424.24494|8.0|8.1146
12bh_a36|1|0|0|3.50075137|0|7.412764017000001|2|2|1.297043258|-0.052761366|-0.006687484|5.351858133|-0.047482048|2|0.044197531|0.001012669|-0.401249012|0.003676818|10.94728093|1|0.0016901289999999|-0.101854847|-0.43574839|1|0.902377067|-0.0591586759999999|0.833398429|0.857993338|0|0.833491953|-0.070687668|-0.09959401|-47.04367494|-66.28126709|11.73109101|83.08294358|0.166508047|110.81353529999998|0.0|0.783294222|-1.991880197|76.46867897|-23.6718811|2773.193279|-1325.625342|-15.75398235|0.216705778|14.56834609|-882.2230117|30.2209316|0.015307571|1692.3721690000002|10.18741188|1.0|0.0|0.0|1.0|0.0|2.0|4.95|0.0|0.21|17.0|-7.34|69.2|2.45|1.0|133.68|5.0|-4.54|-6.38|409.49|2.42|2.8600000000000004e-05|0.0102|3.41|0.0|4.55e-08|1.86e-05|3.8811|3.79|3.6255|-1311.558898|715.94|1208.61|319.46|0.69377|0.7039|11.0|-0.14915|0.03071385|-1311.356102|14.0|7.8539
4_a3|0|0|0|0.0|0|6.823286122000001|0|0|0.60501714|0.2122551539999999|-0.008561428|4.727387819|-0.161259999|1|0.035345345|-0.08769805|-0.325334256|-0.008407895|10.31162267|1|-0.208888686|0.053425134|-0.607238634|1|0.640351067|0.041477445|0.785381728|0.628171026|1|0.74053397|-0.110345083|-0.098695428|-52.4583525|-46.9200748|3.806447632|235.6982345|0.25946603|123.350856|77.51574252|0.866976271|-1.381735991|51.71950126|-18.76802992|2142.972568|-656.8810472|-8.922372453|0.133023729|8.648209506|-312.2830359|21.6476858|0.0100954959999999|757.6690029|4.799426464|1.0|1.0|0.0|1.0|1.0|1.0|2.94|2.6|0.0|21.0|-7.53|80.04|3.07|1.0|92.65|2.0|-5.69|-5.21|321.37|4.09|2.02e-06|0.00264|4.3|0.0|2.950000000000001e-08|9.48e-06|5.9341|3.53|3.4771|-1355.303098|504.29|858.45|208.93|0.3809|0.6896|119.0|-0.14983|0.02921941|-1355.239905|1259.0|5.9
12b_a36 (EW-7197)|1|0|0|3.3685352889999995|0|7.412764017000001|2|2|1.2970445309999998|-0.104514139|-0.008137593|5.351858133|-0.082283951|2|0.040899471|0.027495626|-0.439429998|-0.002526241|10.96052467|1|0.059005046|-0.101303149|-0.442656599|1|0.724208473|-0.097861598|0.8741648479999999|0.698414933|0|0.7635183720000001|-0.081357853|-0.10866747|-50.90136206|-67.98756422|13.41367899|81.63796416|0.236481628|147.9542111|5.958751634|0.746747352|-1.956014468|80.95733534|-24.47552312|2772.832013|-1223.776156|-15.31305729|0.253252648|12.52485821|-765.6528642999999|32.77617664|0.020730147|1638.808832|12.96977113|||||||||||||||||||||||||||3.8475|3.41|3.7725|-1332.147999|659.48|1104.61|322.25|0.6824899999999999|0.69991|0.0197|-0.15571|0.03202977|-1332.005651|7.0|8.1549
