molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|n6HRing|JGI4|MATS7i|SaaaC|AATSC1are|BCUTi-1|AATSC8d|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|RASA|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|pIC50
5_a15|0.0|0|0|0|0.0|0|0|1.419941043|0.0|-0.222657379|-0.008878343|0.0|2|0.035982906|0.0729170329999999|0.0|0.000420839|10.95880662|0.0118220069999999|0.003194793|-0.187421793|-0.28098676|-0.340979744|2|0.8384601770000001|0.704479781|0.092692253|0.8740541479999999|-0.0989946469999999|0.743577162|0.032616864|-45.57134103|-73.61131563|24.25353664|119.95308020000002|0.125945852|64.12413387|0.5089899720000001|-33.88634094|100.6631306|-20.30656983|2940.77098|649.9369163|-1177.78105|-15.09973885|0.491010028|0.946094849|6656.720346|365.1095806|-875.7848531999999|39.89581513|0.036380071|-13.36968593|2313.9572780000003|779.0599798999999|27.05181494|1.0|3.68|0.15|24.0|-9.65|4.92|6.01|3.0|0.0|127.97|1.0|-6.16|33.0|6.0|-5.55|443.49|1.0|6.86e-07|0.000304|0.0|0.0|9.970000000000001e-08|-0.03714|4.36|3.6257|-1470.816175|737.16|1272.84|341.96|291.0|629.67|0.62664|0.0199|-0.18553|-1470.55517|6.35|7.8861
4R4k_a46|0.0|0|0|0|7.825245291|1|1|1.134637098|2.145043462|-0.050636784|-0.0049602|5.587248657999999|1|0.0510113959999999|-0.104665424|0.0|0.006550513|10.94631314|-0.1032662209999999|0.006050983|0.008544799|0.012963356|-0.3860697829999999|1|0.78837943|0.7477594870000001|-0.003017362|0.890625164|-0.085931818|0.237621572|0.007883196|-47.73036108|-45.72566346|4.194771739|173.3171354|0.109374836|0.0|0.866681099|-25.39807111|49.58292992|-16.19450581|2105.035168|473.9155694|-777.3362788|-8.617349646000001|0.133318901|0.871222588|4711.736397|70.94107067|-413.632783|18.68565706|0.007248925|-390.2334878|896.9115391|519.5743695|3.857266463|1.0|3.12|0.33|17.0|-6.61|4.26|4.77|1.0|0.0|100.96|1.0|-4.82|25.0|3.0|-5.46|333.43|1.0|1.5e-05|5.0|0.0|0.0|8.28e-05|-0.02045|4.52|4.1392|-1053.439174|565.94|994.13|299.53|0.2896|490.83|0.54119|0.1008|-0.19529|-1053.254911|1.9753|7.0132
12az_a36|0.0|1|0|0|7.412764017000001|2|2|1.297042831|0.0|-0.196183836|-0.009570959|5.351858133|2|0.040566449|0.078817323|0.0|0.000482522|10.95957115|-0.012800556|0.002872872|-0.176729938|-0.289604649|-0.387734368|1|0.884226781|0.812921349|-0.061924322|0.819163613|-0.10786263|0.411597359|0.034771534|-50.28669997|-75.58351856|24.36575918|60.11023222|0.180836387|8.104966044|0.583865006|-35.23783652|99.82512582|-23.45695404|3039.528467|574.0196415|-1360.503334|-16.43719536|0.416134994|0.861843195|6700.839465|291.60189260000004|-953.3573311|40.17530387|0.034594361|-117.53490990000002|2330.167624|766.4854363|24.24160725|1.0|0.0|0.21|17.0|-6.79|2.83|1.9|1.0|0.0|136.74|1.0|-4.11|33.0|6.0|-7.13|441.49|0.0|7.75e-05|0.0342|0.0|0.0|7.11e-05|-0.04967|2.68|3.6095|-1461.990465|737.12|1252.18|343.5|0.4383|576.54|0.69385|0.0146|-0.19846|-1461.750394|7.821000000000001|7.2366
8c_a31|0.0|1|0|0|7.765993078999999|1|1|0.610137334|0.0|-0.012583838|-0.01275867|5.733341277|0|0.03995098|-0.106461724|0.0|-0.0080009219999999|10.31169969|-0.1029580369999999|-0.004832959|-0.053983462|-0.09039853|-0.513257014|0|0.922486359|0.847752299|0.006000201|0.626072761|-0.128067781|0.280934088|0.029669107|-64.57121646|-70.64275621|16.3656112|133.3100368|0.3739272389999999|477.2277896000001|0.72308253|-35.61776956|82.77037329|-21.86561502|2251.08563|345.3445134|-918.3558307|-12.06117028|0.27691747|0.90508624|4835.748065|152.7489054|-506.5691518|30.23944586|0.021986076|-246.1066271|1270.056726|423.1367008|12.12761708|1.0|2.9|0.29|16.0|-6.13|4.89|3.13|0.0|0.0|93.45|1.0|-4.42|24.0|5.0|-6.7|342.42|1.0|3.79e-05|13.0|0.0|0.0|0.0002549999999999|-0.03222|1.83|3.8492|-1426.166503|595.67|981.89|322.11|0.2597|475.72|0.7005|0.2597|-0.19207|-1426.024361|5.1815|6.0915
4_a18 (SD-208)|0.0|0|0|0|0.0|2|2|1.304335262|0.0|0.055002235|-0.012457606|0.0|3|0.040864198|-0.020226647|0.0|-0.018723101|10.95382003|-0.056245435|-0.015153358|-0.15379315|-0.3630339729999999|-0.564165402|1|0.773173718|0.83508768|-0.058455902|0.77909674|-0.099573708|0.115284206|0.0211761979999999|-40.10670787|-51.27494074|10.90456851|103.6318511|0.22090326|0.0|0.602029021|-20.652731600000003|69.63488061|-18.01551972|2395.526727|401.1916387|-666.5742296|-9.276994128|0.397970979|0.831728055|5348.394288|204.9329964|-343.2487827|29.9246699|0.035654206|-105.0785813|1107.212786|363.2306414|18.35993987|1.0|2.54|0.0|22.0|-8.15|3.54|4.44|1.0|0.0|92.87|1.0|-4.29|25.0|6.0|-6.31|352.75|1.0|5.12e-05|18.0|0.0|0.0|2.49e-06|-0.09992|2.58|3.2777|-1542.296276|537.47|895.83|378.26|0.2761|396.17|0.4646|0.2316|-0.2358|-1542.207472|5.2085|7.0969
9i_a40|0.0|0|0|0|7.515889085|0|0|0.604992808|1.841293462|0.074116257|-0.0071562119999999|5.4161004020000005|0|0.045555556|0.187127708|0.891973262|0.004532692|10.31197226|-0.1788455119999999|0.004019925|0.105172175|0.187399127|-0.542471361|0|0.831946443|0.762774506|-0.154977678|0.830980762|-0.088485615|0.006324687|0.011010661|-46.80087537|-44.58600513|5.548036224|213.7117392|0.169019238|62.68854553|0.8590224540000001|-23.58195819|49.81256531|-18.57750214|2056.370683|418.7133986|-668.7900768999999|-9.360805225|0.140977546|0.91433781|4201.058793|71.03556427|-336.98898810000003|21.62632891|0.010372658|-361.8074422|778.5478408|351.4600612|5.226560183|1.0|2.9|0.06|20.0|-6.03|3.84|4.02|1.0|1.0|91.11|1.0|-5.32|22.0|2.0|-5.44|306.38|1.0|4.79e-06|0.00147|0.0|0.0|0.000285|-0.05989|3.2|2.8936|-1273.334714|534.44|883.84|428.48|0.5012|417.75|0.56118|0.3362|-0.17956|-1273.217301|2.7887|5.9031
9d_a31|0.0|1|0|0|7.765993078999999|1|1|0.61013528|0.0|0.036844743|-0.012442213|5.733341277|0|0.0359583329999999|-0.057650507|0.0|-0.002456634|10.31169788|-0.021171445|0.000127275|-0.134504227|-0.214049412|-0.550392027|0|0.8066174070000001|0.8343242820000001|-0.030275712|0.6943358040000001|-0.11958484|0.3655337879999999|0.029032453|-66.96024848|-81.53295088|19.79432796|154.8767865|0.305664196|560.5224416|0.6636195229999999|-45.65350116|97.84665015|-23.07536346|2654.377004|473.3981899|-1222.994263|-15.732784099999998|0.336380477|0.8433415740000001|5748.743284|229.34422830000003|-833.8375571|34.77197803|0.023927395|-223.1115993|1842.914835|647.1500428999999|16.31369927|1.0|3.35|0.38|16.0|-7.63|6.04|4.09|2.0|0.0|112.97|1.0|-5.61|29.0|5.0|-6.36|412.51|1.0|2.48e-06|0.0010199999999999|0.0|0.0|9.69e-06|-0.03457|5.0|3.8478|-1657.471475|727.27|1202.79|322.22|0.2611|630.49|0.7006899999999999|0.2611|-0.19426|-1657.245966|3.5077|6.2218
15a_a10|0.0|0|0|0|7.535296702|1|1|1.34383719|2.141907675|-0.214195114|-0.00244937|5.4161004020000005|2|0.033912037|-0.125297206|2.038992189|0.011418154|10.92966696|-0.062038567|0.01192767|-0.179723568|-0.285973309|-0.188634555|2|0.7408341359999999|0.77630271|-0.0232534929999999|0.915137224|-0.076864276|0.754451037|0.0156991769999999|-29.50952422|-49.47045259|10.10411407|42.41151044|0.084862776|122.7715002|0.676473201|-18.99256188|60.98047923|-16.19032994|2656.305166|588.9895149|-890.4681466|-10.42022369|0.323526799|0.68815941|5929.563906|208.2243923|-573.1123029|23.93343877|0.017883602|-227.1590805|1316.339132|697.5493042|11.51002664|1.0|3.58|0.29|21.0|-7.79|3.95|4.05|1.0|0.0|118.92|1.0|-3.97|30.0|5.0|-6.52|399.49|1.0|0.000108|0.0432|0.0|0.0|6.51e-06|-0.04742|2.4|3.7639|-1278.452284|687.57|1179.28|329.41|0.3558|563.27|0.47484|0.1583|-0.20335|-1278.200428|6.1108|7.6198
21_a12|0.0|0|0|0|6.605297921|1|1|0.609915045|0.0|0.04375233|-0.008833375|4.59511985|3|0.037992832|-0.213225401|0.0|-0.003879878|10.31140747|-0.0546514309999999|-0.001825446|-0.116098308|-0.211367878|-0.522951134|2|0.923855679|0.835359152|-0.061915124|0.84827776|-0.100098765|0.192026642|0.012230115|-34.60932333|-50.37198585|6.154473157000001|75.46830038|0.15172224|0.0|0.770818357|-17.416202300000002|59.10840872|-18.55810005|2185.835701|426.8727514|-705.2078018999999|-9.338859985|0.229181643|0.8993077970000001|4652.242111|115.3294396|-354.8766794|24.07584081|0.017360942|-272.5639702|914.8819508|380.2468615|8.736422872|1.0|2.81|0.12|17.0|-6.78|4.01|2.25|0.0|0.0|98.16|1.0|-3.82|23.0|4.0|-6.45|319.38|1.0|0.00015|48.0|0.0|0.0|5.3200000000000006e-05|-0.0546899999999999|2.56|3.9971|-1327.479547|539.67|893.17|310.18|0.3665|397.31|0.59386|0.1668|-0.22253|-1327.397348|3.2551|7.6576
4b_a46|0.0|0|0|0|7.825245291|1|1|1.1346370890000002|2.189591837|-0.155670183|-0.00113356|5.587248657999999|2|0.047736111|-0.082722572|0.0|0.012332859|10.96200942|-0.111103941|0.011806162|-0.079238184|-0.123416853|-0.16915334|2|0.6901151990000001|0.7306307590000001|-0.263387881|0.935245062|-0.070236212|0.27128814|0.007568202|-28.58477842|-38.30877966|4.127907383|7.986637869|0.064754938|56.7922535|0.8104680259999999|-15.59093155|42.65239101|-12.50898928|2105.172229|510.1086157|-612.9404746|-6.822749952000001|0.189531974|0.751274223|4681.895329999999|103.3759991|-334.31474760000003|15.43427855|0.007963679|-338.6757579|756.2796491|538.4165208|4.343611349|1.0|3.03|0.38|17.0|-7.2|4.69|4.77|1.0|0.0|101.7|1.0|-4.35|25.0|3.0|-5.67|332.44|1.0|4.49e-05|0.0149|0.0|0.0|2.12e-05|-0.02729|3.98|4.5515|-1033.556797|588.79|1020.9|272.4|0.1784|508.79|0.68682|0.1784|-0.21811|-1033.378455|3.7571|6.2612
33_a20|0.0|0|0|0|6.842683282|0|0|1.4175014119999998|1.915285809|-0.188733405|-0.00145476|4.727387819|2|0.0388043479999999|0.148855442|2.0219022580000003|0.009265667|10.93244905|-0.062750442|0.008780074|-0.036258691|-0.060582944|-0.1771816269999999|2|0.616352201|0.74131936|-0.0854333469999999|0.9493896|-0.069838312|0.399354817|0.012738882|-38.58254635|-45.72654913|8.340767701|8.680600701|0.0506104|64.93395624|0.759356182|-25.26187502|54.60811436|-17.37608867|2737.8873550000003|621.611679|-868.8044333999999|-11.3769728|0.240643818|0.8721516570000001|5916.443448|157.56124519999997|-568.84864|22.88265911|0.013564844|-339.6262863|1144.132956|664.4562602999999|8.881565237|1.0|3.59|0.08|27.0|-9.69|5.33|5.39|2.0|0.0|121.62|1.0|-5.6|31.0|4.0|-5.58|401.46|1.0|2.48e-06|0.000997|0.0|0.0|8.199999999999999e-08|-0.0582899999999999|4.07|3.8867|-1275.852801|689.51|1174.95|318.99|0.6157|563.98|0.27375|0.0463|-0.21788|-1275.662457|5.0369|7.4685
2_a1|0.0|0|0|0|7.535296702|1|1|1.348828131|2.233384354|-0.049975995|-0.004621682|5.4161004020000005|1|0.0409444439999999|-0.1056298369999999|0.0|0.001576763|10.9520472|0.101798469|0.003205156|-0.145015842|-0.326716897|-0.422863867|1|0.571324013|0.795932678|0.079586368|0.808210065|-0.077270452|0.220315042|0.011282631|-28.32386891|-35.17029414|5.135384136|6.281701359|0.191789935|84.54541681|0.6944040029999999|-12.89184641|43.24570924|-12.05838656|1884.85038|367.8635872|-422.0435297|-5.488475744|0.305595997|0.6619695520000001|3920.383175|139.0945801|-192.096651|17.36508791|0.017741989|-176.9692239|607.7780769999999|299.6692382|8.075415099999999|1.0|2.69|0.18|17.0|-6.18|4.0|4.12|0.0|0.0|79.77|1.0|-3.06|21.0|3.0|-6.04|279.31|1.0|0.000871|243.0|0.0|0.0|0.000185|-0.02966|3.31|4.0877|-920.2093796|489.42|807.98|303.31|0.2991|355.79|0.7007899999999999|0.2991|-0.19826|-920.123726|5.2754|5.2366
20a_a10|0.0|0|0|0|7.535296702|1|1|1.343837243|2.113798134|-0.0774974029999999|-0.0034618129999999|5.4161004020000005|2|0.036415094|-0.035536682|1.896409603|0.008214031|10.9296614|0.011011878|0.008297595|-0.049146504|-0.081587712|-0.281099208|2|0.661219642|0.755429696|0.036092601|0.913681336|-0.072821454|0.591835899|0.013618456|-43.19189039|-47.37850712|8.860330345|66.52185003|0.086318664|47.01787447|0.733451892|-28.10115947|58.1398225|-18.22250274|2998.608651|594.4519837|-947.5701424|-11.8557778|0.266548108|0.826159649|6729.996773999999|173.41938059999998|-616.5004457|24.84485067|0.016540298|-303.7731758|1291.932235|719.5272609|10.76131538|1.0|3.63|0.11|27.0|-9.44|5.06|5.77|2.0|0.0|126.35|1.0|-5.68|33.0|5.0|-5.82|429.47|1.0|2.07e-06|0.000888|0.0|0.0|1.55e-07|-0.06611|3.98|3.8312|-1389.164302|696.63|1200.92|323.62|0.2738|524.02|0.50193|107.0|-0.2274199999999999|-1388.957848|3.2116|5.9208
47r_a18|0.0|0|0|0|7.03438793|1|1|0.403924645|0.0|0.029358241|-0.0058631659999999|4.844187086|0|0.035706215|0.041686585|0.0|-0.005176133|10.35082951|-0.030106257|-0.0001597829999999|-0.233665901|-0.362261236|-0.360670551|0|0.806477847|0.7698681909999999|0.017110504|0.769578222|-0.087091542|0.26560995|0.0155038689999999|-62.75220741|-65.12700692|11.59378448|13.30156885|0.230421778|60.66168882|0.688074851|-46.92606587|81.99788849|-23.68254797|3389.050097|575.4901675|-1563.048166|-17.70979622|0.311925149|0.976088187|7727.455993|233.2574532|-1168.846551|34.41856352|0.0225607039999999|-281.2845386|2271.625192|1005.982493|16.87088158|1.0|0.0|0.22|18.0|-7.46|0.43|3.76|3.0|1.0|145.82|1.0|-6.65|36.0|4.0|-6.12|504.6|0.0|2.26e-07|0.0001139999999999|0.0|1.0|1.76e-05|-0.0522799999999999|9.2|3.1705|-1964.841529|790.57|1387.23|391.06|0.6007|729.75|0.69545|0.6007|-0.18249|-1964.516246|3.2001|6.6364
25_a12|0.0|0|0|0|0.0|0|0|1.404967476|0.0|0.00700113|-0.004103693|0.0|2|0.038787879|-0.089297664|2.050456822|0.000864238|10.93676625|-0.11195017|0.001783739|-0.0542354559999999|-0.0861945369999999|-0.4288076329999999|2|0.8472746290000001|0.638255008|-0.2430098439999999|0.947937175|-0.080147596|0.120087607|0.004952762|-28.517955|-41.75851719|2.580489093|37.96125329|0.052062825|0.0|0.917298637|-14.85843094|44.42528172|-17.31450713|2067.69985|493.8944271000001|-709.8947922|-9.021208163|0.082701363|0.814415245|4329.321091|43.08908189|-369.8695347|18.87554002|0.005118351|-434.8420476|773.8971409|430.4348528|2.666764531|1.0|3.43|0.05|22.0|-8.78|4.7|5.35|1.0|0.0|99.48|1.0|-5.28|24.0|2.0|-4.82|311.38|1.0|5.19e-06|0.00162|0.0|0.0|5.12e-07|-0.05352|4.73|3.4532|-974.6569575|560.14|945.73|359.04|0.4483|442.64|0.63284|0.1897|-0.19655|-974.508059|2.2482|7.6576
12ay_a36|0.0|1|0|0|7.412764017000001|2|2|1.2970434|0.0|-0.05976542|-0.006733838|5.351858133|2|0.043383838|0.1012005419999999|0.0|0.003676818|10.9463292|-0.06756661|0.0045625|-0.101854847|-0.169994208|-0.438622276|1|0.902377067|0.78699829|-0.109624825|0.829406408|-0.098945129|0.419950383|0.018016934|-48.12939044|-64.13591431|11.67851857|126.7858133|0.170593592|8.677627506|0.778164805|-31.1973159|74.29343346|-22.90568368|2766.899844|537.618563|-1282.718286|-14.84739041|0.221835195|0.828201506|6204.216872999999|143.79285900000002|-831.4538627999999|29.43551742|0.015670425|-360.6110621|1648.388976|729.1873176|10.15751916|0.0|0.0|0.21|17.0|-7.34|3.76|2.5|1.0|0.0|133.68|1.0|-4.54|31.0|4.0|-6.38|409.49|1.0|2.8600000000000004e-05|0.0117|0.0|0.0|1.86e-05|-0.0526|3.79|3.6561|-1311.576473|674.33|1184.45|339.12|0.2939|532.22|0.6727|0.1464|-0.2031599999999999|-1311.343228|9.1844|7.7447
13p_a6|0.0|1|0|0|6.842683282|0|0|1.424099253|0.0|0.024837222|-0.010395243|4.727387819|2|0.042959184|0.072850973|1.633493259|-0.008008339|10.95053423|-0.072853186|-0.005708558|-0.068532678|-0.116250572|-0.573014008|2|0.865935935|0.784414352|-0.059663359|0.7265205579999999|-0.107371897|0.196002517|0.01730144|-70.52421289|-76.17631587|12.27472016|80.30786544|0.273479442|107.5669533|0.76005742|-50.03427239|89.17529231|-26.72853188|3016.078786|515.4389679999999|-1523.526317|-18.9628865|0.23994258|0.703081362|6590.216479|170.2302215|-1080.8845310000002|35.16646396|0.018322293|-369.0018868|2004.488446|794.5462391|12.99897644|1.0|2.34|0.12|27.0|-10.06|4.58|4.01|1.0|0.0|132.01|0.0|-5.09|34.0|5.0|-7.01|449.51|1.0|8.11e-06|0.00365|0.0|0.0|3.92e-08|-0.0746|4.73|2.9837|-1463.08132|752.82|1283.98|415.53|0.4132|573.39|0.47508|0.0029|-0.1971099999999999|-1462.804694|12163.0|7.0362
12l_a36|0.0|1|0|0|7.412764017000001|2|2|1.297044247|0.0|-0.0944961519999999|-0.0076430169999999|5.351858133|2|0.039061728|0.128666217|0.0|-0.000143196|10.95423322|-0.0452558729999999|0.001194592|-0.098598933|-0.175397741|-0.428857427|1|0.8707354620000001|0.8174432229999999|-0.041707369|0.84381923|-0.107815735|0.3827446779999999|0.0220227089999999|-52.05361632|-70.17688229|14.33450402|39.27257375|0.15618077|1.281955437|0.7379583590000001|-33.88151556|83.76912404|-24.7683114|2843.514589|549.2389652|-1263.1838810000002|-16.12160667|0.262041641|0.8586718990000001|6121.6555530000005|170.5619816|-822.2019402000001|33.56329135|0.02088234|-309.7725155|1711.727859|642.3830552000001|13.59224175|0.0|0.0|0.13|17.0|-6.66|2.75|1.76|1.0|0.0|128.47|1.0|-4.57|31.0|5.0|-6.68|406.44|0.0|2.72e-05|0.0111|0.0|0.0|8.97e-05|-0.0510399999999999|2.98|3.8619|-1325.194654|686.83|1155.07|321.05|0.4524|530.75|0.6925|0.4524|-0.20973|-1325.0137550000002|7.2021|7699.0
1d_a5|0.0|1|0|0|6.605297921|0|0|1.217311475|0.0|-0.133500214|-0.006252818|4.59511985|2|0.030074074|-0.118028278|0.0|-0.0012491689999999|10.94437658|-0.010183824|-0.000700145|0.001493879|0.004923698|-0.38633065|2|0.525406088|0.7595197290000001|-0.058872605|0.8965037640000001|-0.086213657|0.6271150670000001|0.007937625|-47.76176205|-46.58221594|4.288788702|204.4506579|0.1034962359999999|0.0|0.770504115|-25.80622135|56.83734591|-19.79744178|2481.822293|484.3911442|-791.897671|-10.69678217|0.229495885|0.89062437|5717.438103|123.9992274|-427.8712868|25.69414151|0.018980039|-292.3128788|1027.76566|403.396385|10.25512997|1.0|2.19|0.05|23.0|-8.88|5.48|6.37|2.0|0.0|95.49|1.0|-4.79|27.0|6.0|-5.73|366.34|1.0|1.6100000000000002e-05|0.00589|0.0|0.0|4.86e-07|-0.04528|3.58|4.6112|-1288.340378|567.04|951.63|268.88|0.2805|414.59|0.41781|0.0982|-0.23519|-1288.253849|5.3765|5.03
14_a47|0.0|1|1|1|6.605297921|0|0|1.417758105|0.0|-0.126490693|-0.006070958|4.59511985|2|0.036632997|0.017068634|1.484493371|-0.008212621|10.95058279|0.0295267039999999|-0.006335783|-0.020596219|-0.061837113|-0.33240126|2|0.5975877820000001|0.777675668|-0.085385518|0.681598464|-0.094132436|0.2662137639999999|0.020106089|-47.18187618|-47.47362906|10.1400648|64.60629385|0.318401536|0.0|0.664709719|-23.79514424|61.62381153|-17.63306222|2254.664317|343.7492333|-617.1571777|-8.892848121|0.335290281|0.904139078|4695.98899|169.0962983|-311.2496842|26.52746264|0.028057496|-166.1354667|928.4611922|310.8026328|14.15018248|1.0|1.53|0.0|21.0|-7.79|3.97|4.88|0.0|0.0|86.58|1.0|-3.97|24.0|5.0|-6.21|323.3|1.0|0.000108|0.0349|0.0|0.0|5.27e-06|-0.06057|2.64|3.9671|-1127.737484|519.55|849.76|312.53|0.2452|375.43|0.68345|0.2452|-0.22434|-1127.6593779999998|3665.0|8.1
18c_a30|0.0|0|0|0|7.412764017000001|2|2|0.604986846|0.0|0.12157783|-0.0109670669999999|5.351858133|2|0.042560386|0.011887112|0.0|-0.003436924|10.31163825|-0.0351777|-0.002215642|0.003429114|0.006103754|-0.562807327|1|0.841060094|0.8303425640000001|0.034468997|0.717052026|-0.1115683|0.42531141|0.019360263|-71.31647561|-75.33411705|13.07260474|384.391404|0.282947974|103.215593|0.7859920029999999|-48.15493021|87.76550537|-28.4279687|3002.59061|484.1740985|-1506.682341|-19.19537998|0.214007997|0.81455244|6685.737642|144.5043388|-1017.355139|36.16826708|0.018410634|-386.2200097|1916.918155|713.7769663|12.43138832|0.0|0.0|0.13|17.0|-6.19|3.04|1.72|1.0|0.0|135.37|1.0|-5.01|32.0|5.0|-7.05|441.51|0.0|9.68e-06|0.00427|0.0|0.0|0.000288|-0.05575|4.54|3.4848|-1744.500825|711.56|1209.11|355.78|0.3879|543.46|0.69123|0.3879|-198.0|-1744.28923|8.64|7.9208
2_a27|0.0|0|0|0|6.605297921|0|0|1.402655014|3.250529415|0.09890645|-0.0065894809999999|4.59511985|2|0.0427777779999999|-0.196529806|1.267636369|0.009338889|10.93783218|0.017751479|0.00988756|-0.21066171|-0.361571905|-0.475677812|2|0.639024713|0.796022385|0.137868605|0.8468699609999999|-0.081513931|0.408120957|0.019809599|-29.42169804|-41.03489597|9.972342226|9.194894069|0.153130039|53.58106492|0.6684621829999999|-14.81116546|52.43208086|-14.73047548|2210.487938|426.3224749|-574.4885436000001|-7.415462877|0.331537817|0.7934621359999999|4774.521748|166.89932209999998|-289.2030522|22.03636323|0.022639983|-169.6109632|859.4181658|373.9912084|11.39718489|1.0|3.06|0.11|21.0|-5.84|2.43|2.49|0.0|0.0|92.58|2.0|-3.19|24.0|4.0|-6.69|317.34|1.0|0.000644|204.0|0.0|0.0|0.0004599999999999|-0.04933|4.32|4.1624|-1043.821085|538.57|906.48|297.87|0.3217|420.7|0.55857|0.3217|-0.21702|-1043.715364|6.8854|7.8861
12e_a40|0.0|0|0|0|7.515889085|0|0|0.604990524|1.6315143930000002|0.061944605|-0.015461694|5.4161004020000005|0|0.04020202|0.174870826|0.665270062|-0.013162335|10.31197242|-0.192362496|-0.014780739|0.103406816|0.172778196|-0.520457262|0|0.889386453|0.788800541|0.047011204|0.7798787840000001|-0.122830115|0.284429447|0.015096495|-71.78145688|-66.68049019|8.195398107|206.0119599|0.220121216|0.0|0.790818822|-38.96782748|78.14505956|-26.26807189|2391.0322170000004|423.3709264|-866.8463724999999|-14.26008524|0.209181178|0.966435355|5478.52313|113.5576846|-470.5828129|33.21629575|0.021118537|-315.75223450000004|1096.13776|348.3847394|11.46456937|0.0|3.05|0.0|20.0|-6.04|4.34|4.84|2.0|0.0|95.8|1.0|-6.53|24.0|4.0|-5.26|378.23|1.0|2.98e-07|0.000113|0.0|0.0|0.000346|-0.07296|4.66|3.0253|-2248.276958|552.91|918.38|409.82|0.4494|445.12|0.6826|284.0|-0.19912|-2248.206714|3.7268|5.9318
12bh_a36|0.0|1|0|0|7.412764017000001|2|2|1.297043258|0.0|-0.052761366|-0.006687484|5.351858133|2|0.044197531|0.001012669|0.0|0.003676818|10.94728093|-0.035747988|0.0045625|-0.101854847|-0.169994208|-0.43574839|1|0.902377067|0.78699829|-0.211972014|0.833491953|-0.09959401|0.317612728|0.017627098|-47.04367494|-66.28126709|11.73109101|83.08294358|0.166508047|0.0|0.783294222|-31.30825225|76.46867897|-23.6718811|2773.193279|554.7010591|-1325.625342|-15.75398235|0.216705778|0.930697921|5957.443236|144.22085800000002|-882.2230117|30.2209316|0.015307571|-377.0728785|1692.3721690000002|729.1873176|10.18741188|0.0|0.0|0.21|17.0|-7.34|3.76|2.5|1.0|0.0|133.68|1.0|-4.54|31.0|4.0|-6.38|409.49|1.0|2.8600000000000004e-05|0.0117|0.0|0.0|1.86e-05|-0.0525299999999999|3.79|3.6255|-1311.589612|715.94|1208.61|341.97|0.4386|575.23|0.69377|11.0|-0.20168|-1311.356102|7.7975|7.8539
12_a15|0.0|0|0|0|0.0|0|0|1.435689014|0.0|-0.071096525|-0.006620824|0.0|2|0.034285714|-0.035728911|0.0|0.001740635|10.95973444|-0.01062828|0.0034254209999999|-0.120626133|-0.184255041|-0.380490701|2|0.8310685940000001|0.723852961|0.049877871|0.89637291|-0.094209248|0.738437971|0.015018226|-39.00359933|-60.15445365|9.58943236|72.18361893|0.10362709|4.192089814|0.746489397|-24.90456371|70.6606311|-20.42981445|2613.57759|572.3516967|-1082.780166|-13.04483751|0.253510603|0.909927213|5897.820841|161.8714956|-691.376388|27.36785616|0.016453962|-314.7766363|1450.496376|673.7288405|10.50617745|1.0|3.73|0.12|24.0|-9.82|5.32|6.3|2.0|0.0|119.95|1.0|-6.22|30.0|4.0|-4.97|397.47|1.0|5.99e-07|0.0002379999999999|0.0|0.0|5.99e-08|-0.03196|5.16|3.8538|-1281.087109|688.91|1177.81|321.72|0.1374|585.26|0.50595|0.0093|-0.19054|-1280.871722|6.0547|8.3979
