molecula|SddssS|n9FaHRing|n9FaRing|SssssC|NaasN|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|JGI4|SaaaC|ATSC1c|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|GATS1pe|FNSA5|PNSA3|PNSA5|PPSA3|RNCS|RPSA|FNSA4|RPCS|FNSA1|WNSA3|DPSA5|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|GeomDiameter|GeomShapeIndex|GRAV|DPSA4|FPSA5|DPSA1|DPSA2|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Molar refractivity|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Oscillator Force (max. Transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
1d_a5|0.0|0|0|-4.455320158|0|1.217311475|0.0|-0.133500214|-0.006252818|4.59511985|-0.308010841|0.030074074|0.0|-0.2688711589999999|10.94437658|-0.010183824|1|1|-0.000700145|0.001493879|0.004923698|2|0.525406088|0.7595197290000001|-0.058872605|-0.015804188|0.513260607|-0.086213657|-47.76176205|-46.58221594|4.288788702|204.4506579|0.1034962359999999|-0.036640804|0.0|0.770504115|-25.80622135|56.83734591|0.471074204|2481.822293|484.3911442|1172.890724|11.5640749|0.89062437|5717.438103|25.69414151|0.018980039|-292.3128788|1027.76566|1.0|0.0|1.0|1.0|2.92|2.19|0.05|-8.88|6.37|54.46|2.73|95.49|4.0|27.0|-5.73|366.34|0.0|-4.97|1.6100000000000002e-05|0.00589|1.0800000000000002e-05|0.00396|3.95|0.0|0.0|1.3300000000000002e-09|3.58|4.6112|-1288.306458|951.63|0.2805|0.5764600000000001|-0.18991|3.7798|-0.23519|0.03392008|-1288.253849|5.3765|9333.0|5.03
12c_a36|0.0|0|0|0.0|0|1.29696741|0.0|-0.087096843|-0.007667703|5.351858133|-0.04162109|0.040899471|0.0|-0.414055975|10.95982545|-0.056994595|1|1|0.0010871589999999|-0.103922055|-0.177407665|1|0.8941919290000001|0.819222745|-0.033217921|-0.097861598|0.8065052890000001|-0.105624703|-47.12722334|-67.84435546|12.5779546|60.79111287|0.159266488|-0.038024893|6.546878962999999|0.75500974|-30.27053327|80.22754474|0.473610011|2785.47514|540.0159387|2365.641348|12.86584957|0.899732176|6256.172329|32.34920911|0.019278991|-327.5932797|1617.460455|0.0|0.0|0.0|2.0|4.74|0.0|0.14|-7.18|2.54|69.2|2.51|128.76|5.0|30.0|-6.49|415.88|1.0|-4.59|3.64e-05|0.0151|2.55e-05|0.0106|3.31|0.0|0.0|6.65e-08|3.79|3.8436|-1692.511019|1137.55|0.3927|0.68913|-0.15835|4.9812|-0.2082699999999999|0.02977602|-1692.3713309999998|6.6973|9.0|8.0458
12_a15|0.0|0|0|0.0|0|1.435689014|0.0|-0.071096525|-0.006620824|0.0|-0.0455566929999999|0.034285714|0.0|-0.370766171|10.95973444|-0.01062828|0|0|0.0034254209999999|-0.120626133|-0.184255041|2|0.8310685940000001|0.723852961|0.049877871|-0.019064393|0.7933685340000001|-0.094209248|-39.00359933|-60.15445365|9.58943236|72.18361893|0.10362709|-0.031995594|4.192089814|0.746489397|-24.90456371|70.6606311|0.476419838|2613.57759|572.3516967|2661.728915|10.40571107|0.909927213|5897.820841|27.36785616|0.016453962|-314.7766363|1450.496376|1.0|0.0|1.0|1.0|3.56|3.73|0.12|-9.82|6.3|56.27|2.87|119.95|6.0|30.0|-4.97|397.47|0.0|-5.83|5.99e-07|0.0002379999999999|1.47e-06|0.000584|5.29|0.0|0.0|1.51e-10|5.16|3.8538|-1281.060163|1177.81|0.1374|0.70444|-0.15858|4.3338|-0.19054|0.02694613|-1280.871722|6.0547|4.0|8.3979
13k_a6|0.0|0|0|0.0|0|1.42421381|0.0|0.031525207|-0.014257799|5.351858133|-0.132667824|0.04162037|0.0|-0.8554679409999999|10.95129637|-0.072504783|1|1|-0.006280295|-0.045794891|-0.073210645|1|0.8694295409999999|0.7908110340000001|0.1373649019999999|-0.123105035|0.827754203|-0.127178105|-82.8774254|-88.29427104|20.6185734|183.1261118|0.3589674579999999|-0.045420752|113.5526088|0.7971316940000001|-57.53822059|100.7779947|0.426031882|2966.890288|445.0412356000001|3332.974951|14.58291125|0.7422570490000001|6492.211639|39.55891914|0.017981419|-412.5714301|2215.299472|1.0|1.0|1.0|3.0|3.68|2.8|0.16|-8.89|3.8|115.15|1.39|124.98|7.0|33.0|-6.59|441.48|0.0|-4.77|3.26e-06|0.00144|1.7100000000000002e-05|0.0075599999999999|3.39|0.0|0.0|1.29e-09|5.41|3.5476|-1465.83213|1246.69|0.3971|0.70536|-0.14589|8.1639|-0.1944|0.0308324|-1465.621288|10.5079|46.0|7.3372
20_a47|0.0|1|1|0.0|1|1.408721455|1.1934608|0.055662511|-0.011237762|4.727387819|-0.161476442|0.039520202|1.010373001|-0.505699304|10.95058273|0.071506228|1|1|-0.006342241|-0.108236785|-0.297094867|2|0.61847122|0.7962508290000001|-0.069674604|0.113432542|0.59534794|-0.092005493|-45.68149289|-50.14789824|12.85623208|43.63174229999999|0.311171398|-0.032859105|49.00609086|0.595234209|-24.89884887|69.09296541|0.4642647929999999|2630.63609|375.4483088|1219.306754|13.10815891|0.86659377|5896.060936|30.08893541|0.034758191|-103.815441|1263.735287|1.0|1.0|1.0|2.0|3.19|2.96|0.05|-7.31|4.54|84.73|2.75|99.68|5.0|28.0|-6.75|380.35|0.0|-4.08|8.72e-05|0.0332|8.32e-05|0.0316|2.63|0.0|0.0|4.89e-08|4.08|3.9808|-1335.708279|964.94|0.2807|0.68219|-0.16377|3.1747|-0.22734|0.03389691|-1335.620783|4.3277|3.0|8.6
22_a20|0.0|0|0|0.0|1|1.4170330269999998|1.915285809|-0.238401323|-0.00147607|4.727387819|0.023539095|0.0388043479999999|2.041494094|-0.079707783|10.93106272|-0.038668966|1|1|0.008780074|-0.036258691|-0.060582944|2|0.616352201|0.7478675859999999|-0.044184455|-0.067650395|0.607038752|-0.067797027|-39.00017609|-44.14650378|8.001165067999999|9.022387025|0.053484974|-0.027118811|54.71081293|0.77063827|-25.39523478|52.90592556|0.477376285|2738.108259|616.3298149|2396.806062|14.17638345|0.913422548|5924.626340999999|22.91425458|0.01345209|-352.4559681|1145.712729|1.0|1.0|1.0|0.0|3.36|3.41|0.08|-9.69|5.39|67.39|2.61|121.62|4.0|31.0|-5.58|401.46|0.0|-5.53|2.48e-06|0.000997|2.98e-06|0.0012|4.47|0.0|0.0|2.04e-10|4.07|3.9732|-1275.816275|1181.95|0.2636|0.66063|-0.16176|4.8308|-0.21856|0.03226475|-1275.657902|6141.0|231.0|6.6364
14d_a23|0.0|1|1|0.0|2|1.197963465|3.405551724|0.058368697|-0.005343003|5.351858133|-0.026530366|0.043538647|0.758207139|-0.288522152|10.313217800000002|-0.054430189|2|2|0.01180744|-0.074441567|-0.136106024|2|0.725800261|0.772008792|0.006563565|-0.088996384|0.6906097959999999|-0.078282292|-35.40917327|-51.58357156|12.25371621|39.26987634|0.078305538|-0.032878563|83.40396369|0.790346608|-23.33262837|61.49227899|0.454495683|2878.955374|607.3441532|2261.37838|14.358677900000002|0.833166062|6459.554383|27.41215037|0.015037275|-382.6437544|1370.607518|0.0|1.0|1.0|1.0|3.52|3.62|0.09|-7.78|4.33|105.02|3.24|125.25|5.0|31.0|-6.1|425.51|0.0|-5.25|1.43e-06|0.000608|5.61e-06|0.0023899999999999|3.94|0.0|0.0|1.65e-08|3.79|8.1555|-1669.224874|1186.17|0.3807|8.1555|-0.14894|5.6156|-0.22152|0.02083626|-1669.045136|8.1555|4.0|8.4001
14q_a23|0.0|1|1|0.0|2|1.19796338|3.292130907|0.141057047|-0.0101981219999999|5.351858133|-0.130330047|0.044138322|0.720966302|-0.5608967029999999|10.31321757|-0.056324491|2|2|0.002496501|-0.017918675|-0.033435987|2|0.77007911|0.808928963|0.067394607|-0.089657283|0.7333675390000001|-0.096370719|-61.51997721|-66.16349731|14.81701129|350.836102|0.226805402|-0.039682061|97.13675614|0.777340899|-42.23665548|79.42966327|0.472004985|3097.399651|530.8381985000001|2213.1193780000003|16.53853737|0.893957277|6982.066379000001|35.04742005|0.01932289|-380.8178266000001|1787.418422|0.0|1.0|0.0|2.0|3.52|2.66|0.04|-6.96|3.12|148.11|2.28|128.38|6.0|33.0|-7.33|454.51|0.0|-4.39|6.11e-06|0.00278|4.03e-05|0.0183|2.46|0.0|0.0|1.11e-07|4.19|3.6431|-1798.6108739999995|1222.17|0.4943|0.5949|-0.14854|8375.0|-0.23013|0.03458552|-1798.433122|12.0503|16.0|7.8069
8m_a46|0.0|0|0|0.2148468989999999|1|1.160371261|2.126524943|-0.044830187|-0.00517896|5.533389489|-0.085284636|0.047345679|0.0|-0.248590088|10.94650201|-0.064176245|1|1|0.005865049|0.010184776|0.015631887|1|0.783187801|0.7699708959999999|-0.084989948|-0.090247845|0.77612204|-0.085204935|-48.32436573|-45.17474201|3.742817678|166.8508795|0.123789645|-0.032188531|0.0|0.8854896870000001|-25.62105988|48.72163155|0.425802465|2045.330306|464.5573228999999|1913.813025|9.899611044|0.7415609409999999|4439.758321|19.27296714|0.006689855|-408.7649869|867.2835213999999|1.0|0.0|1.0|1.0|3.24|2.92|0.3|-6.46|4.21|50.94|2.62|96.16|2.0|24.0|-5.61|319.4|1.0|-4.56|3.3e-05|0.0105|2.78e-05|0.0088799999999999|3.72|0.0|0.0|3.5e-07|4.12|4.2881|-1014.091966|970.82|0.3905|0.6997800000000001|-0.17897|2.0174|-0.19715|0.03472717|-1013.962913|3.1675|229.0|6.6402
9g_a40|0.0|0|0|0.0|1|0.604992427|1.849105962|-0.058811055|-0.0054957819999999|5.4161004020000005|-0.0220464379999999|0.043730159|0.895670535|-0.225327061|10.31197177|-0.145879501|2|2|0.0115573539999999|-0.037217966|-0.062672355|0|0.694156166|0.764275277|-0.384131901|-0.242405063|0.665414608|-0.079033043|-33.47455057|-41.63731423|11.25704374|65.74631496|0.09545843|-0.031197254|64.08637519|0.740240206|-17.63553984|51.16627179|0.476386801|2169.234651|476.5434822|349.4421673|15.62271835|0.909806709|4435.743087|22.20330888|0.018087202|-253.1335385|843.7257374|1.0|0.0|1.0|1.0|2.8|1.78|0.06|-6.43|2.93|72.28|0.64|87.53|3.0|23.0|-7.17|302.33|1.0|-3.09|0.00323|977.0|0.0008179999999999|247.0|1.37|0.0|0.0|3.720000000000001e-07|3.83|3.0778|-1332.476347|923.42|0.3563|0.70233|-0.12765|3.4787|-0.19005|0.01134289|-1332.369643|5063.0|3548.0|5.45
A7701_a51|0.0|0|0|0.0|0|1.390164251|0.0|-0.221071791|-0.002377784|4.59511985|-0.0162614089999999|0.031405229|2.087643036|-0.0927335619999999|10.93031118|-0.0299823629999999|1|1|0.00740235|0.036217274|0.061434294|2|0.7078647990000001|0.7451039290000001|0.00552665|-0.0533751959999999|0.688876851|-0.078131694|-32.97926236|-36.09660744|3.420720075|146.2104641|0.134885227|-0.030384547|0.0|0.799046392|-15.23632002|41.87351682|0.420350923|1959.582581|399.6804233|1108.114062|8.863149921|0.7251817340000001|4153.310077|17.56790307|0.012504214|-276.3170672|632.4445105000001|1.0|0.0|1.0|1.0|2.66|2.05|0.06|-7.58|4.0|54.46|1.98|87.52|2.0|22.0|-5.82|286.33|1.0|-4.17|0.000111|0.0319|6.790000000000001e-05|0.0195|3.14|0.0|0.0|2.62e-08|||||||||||||25.0|7.6021
18_a3|0.0|0|0|0.0|0|1.43179288|0.0|-0.256375952|-0.003487792|4.59511985|-0.021283637|0.034712644|1.742872103|-0.122072724|10.96965878|-0.025890816|1|1|0.005799063|-0.035611069|-0.064953613|3|0.7226687409999999|0.714658751|0.0355413979999999|-0.051083228|0.6858831809999999|-0.0846755|-31.07331853|-37.67445366|6.1383958|160.9514039|0.158042379|-0.031753312|0.0|0.682492203|-13.82537222|48.19055867|0.483376636|1938.093995|374.610053|703.8534116000001|10.24658906|0.935646099|3928.183499|20.70048575|0.02363555|-162.3915791|662.4155441|1.0|0.0|1.0|1.0|2.62|1.81|0.0|-6.83|3.08|67.35|0.93|80.35|2.0|21.0|-6.7|273.29|1.0|-3.27|0.0015|411.0|0.000537|147.0|1.79|0.0|0.0|1.49e-07|1.85|3.9765|-889.9402005000001|784.04|0.3326|0.6671699999999999|-0.1641099999999999|2.6366|-0.2218|0.02173162|-889.894728|3.3664|0.03|7.5229
8a_a31|0.0|0|0|0.0|0|0.610138387|0.0|-0.039027368|-0.015034136|5.733341277|-0.158899731|0.043817204|0.0|-0.586331322|10.31170053|-0.01861065|2|2|-0.009293513|-0.054025775|-0.094359203|0|0.938325481|0.837862749|0.0502030679999999|-0.030149254|0.883113019|-0.136459435|-60.46233433|-67.46619355|18.56711239|131.2406629|0.405860136|-0.0416959379999999|465.4559302|0.666437359|-29.89286568|82.32407724|0.4512945479999999|2128.209198|293.7455749|1443.955093|10.63792161|0.822471411|4538.505909|30.93264504|0.030052065|-164.57484340000002|1113.575221|1.0|0.0|1.0|2.0|3.34|2.05|0.2|-5.33|2.54|114.29|0.36|83.83|3.0|22.0|-7.11|314.36|0.0|-3.11|0.000269|0.0846|0.000773|243.0|1.56|0.0|0.0|4.62e-06|1.53|3.8097|-1347.507102|872.11|0.2604|0.7027100000000001|-0.1587599999999999|3.7141|-0.18869|0.03432763|-1347.446223|5.3042|0.79|6.1024
6e_a40|0.0|0|0|0.0|1|0.604892975|1.75595616|0.128035402|-0.0148450439999999|6.401917197|-0.074872854|0.039160494|0.744550501|-0.69771706|10.30179954|-0.205140551|2|2|-0.002992481|-0.020200684|-0.037027769|0|0.685858263|0.8361555479999999|-0.011405885|-0.289988439|0.648802794|-0.1164147119999999|-70.52033811|-76.50178121|10.43262695|185.1473293|0.25379524|-0.04873174|35.33106374|0.866991176|-46.34235117|84.95203628|0.441911406|3075.060648|490.3675161000001|3854.417113|12.49434084|0.791830204|7585.605268000001|36.93694043|0.012858969|-482.3355765|1588.2884390000002|0.0|1.0|1.0|1.0|3.98|3.16|0.21|-4.63|3.72|173.43|2.12|125.15|5.0|30.0|-6.09|476.98|0.0|-5.58|1.74e-08|8.31e-06|2.6e-06|0.00124|4.4|1.0|0.0|2.35e-05|8.35|2.9549|-2831.156883|1149.77|0.3625|0.67187|-0.1195799999999999|8.3311|-0.2164|0.03482243|-2831.048968|11.5248|18.0|7.7447
13b_a30|0.0|0|0|0.0|0|0.604984129|0.0|0.112353041|-0.011016128|5.351858133|-0.118776867|0.041728395|0.0|-0.627919307|10.31162842|-0.0463169629999999|1|1|-0.002215642|0.003429114|0.006103754|1|0.841060094|0.836520136|-0.045844862|-0.0771674659999999|0.802578397|-0.113554975|-74.24619275|-76.67161447|12.52854078|385.2420923|0.305898198|-0.042850934|105.341977|0.800290866|-50.13056864|88.26741491|0.454574838|3002.926824|468.6532296|2319.48655|16.1428924|0.8334321|6627.406474|36.15271139|0.017174033|-405.5090587|1916.093704|0.0|0.0|0.0|2.0|4.76|0.0|0.13|-6.19|1.72|124.74|2.06|135.37|6.0|32.0|-7.05|441.51|0.0|-4.3|9.68e-06|0.00427|5e-05|0.0221|2.74|0.0|0.0|6.520000000000001e-07|4.54|3.5056|-1744.446479|1210.94|0.2783|0.6862699999999999|-0.14879|3.8495|-0.20313|0.0455651|-1744.281763|5.3762|26.0|7.5901
5e_a40|0.0|0|0|0.0|1|0.604912776|1.661964758|-0.091305805|-0.004925115|6.167516491000001|0.0601021459999999|0.044526749|0.7768055559999999|-0.162528785|10.31198323|0.029272031|2|2|0.008306061|0.005996234|0.010397494|0|0.535506399|0.8092726020000001|-0.402340487|0.0451110059999999|0.5087199929999999|-0.089724264|-36.56222854|-42.66853738|9.440323938|170.7311133|0.135577249|-0.035889706|51.7148695|0.8223594679999999|-17.38723451|48.81318333|0.47779156|1986.384601|411.0778166|512.5703164|12.51197289|0.914944155|4158.984115|20.75420252|0.012921086|-306.597267|622.6260756|0.0|1.0|0.0|0.0|3.03|2.73|0.21|-4.65|3.74|75.5|2.37|79.16|3.0|20.0|-5.66|303.77|1.0|-4.25|1.66e-05|0.00505|5.56e-05|0.0169|3.51|0.0|0.0|2.23e-05|4.99|3.7138|-1637.180703|802.38|0.5262|0.69675|-0.14786|7.87|-0.2201699999999999|0.01659566|-1637.162552|10282.0|25.0|7.6021
16j_a32|0.0|1|1|-0.082980188|0|0.609420735|0.0|0.175152442|-0.0139074189999999|5.733341277|-0.086195934|0.046788618|2.076106145|-0.778815477|10.31100263|0.021997616|3|3|-0.00030659|-0.117577419|-0.202656848|0|0.79965447|0.798237393|0.168000908|0.032797932|0.762429418|-0.106897203|-54.71915795|-76.45058155|16.63953228|34.66998636|0.174011588|-0.034287782|45.81893652|0.699790508|-39.13396528|91.93816239|0.442735754|2830.682695|590.7291534|3448.428146|13.20372234|0.7944808170000001|6507.757122|35.04175088|0.021655546|-285.7717513|1857.212797|0.0|1.0|1.0|2.0|3.86|3.38|0.33|-7.77|5.24|149.27|1.57|121.3|8.0|30.0|-5.73|441.57|0.0|-5.41|3.56e-08|1.57e-05|3.89e-06|0.00172|4.59|0.0|0.0|1.7e-08|5.5|3629.0|-2034.593521|1225.27|0.2907|0.70207|-0.15012|3.4656|-0.2002799999999999|0.0283671|-2034.408854|4.0992|9.0|8.0315
32_a47|0.0|1|1|0.0|1|1.216307925|1.998170616|-0.1746026239999999|-0.003573735|4.727387819|0.000921003|0.035568182|1.6507707980000002|-0.2037028839999999|10.95005715|-0.044598914|1|1|0.002350172|-0.077485193|-0.157688306|2|0.6636125860000001|0.810444864|-0.0094137619999999|-0.078006445|0.634406338|-0.0726950079999999|-41.57905445|-52.38450683|13.90468487|28.55112477|0.148372218|-0.026060474|44.50423685|0.64116122|-29.9621436|68.76811937|0.44289006|2808.210157|613.6886524|2255.632049|15.53902041|0.794977846|6235.398576|29.28959351|0.022735861|-203.4434306|1552.348456|1.0|0.0|1.0|2.0|3.35|3.67|0.26|-8.82|5.07|67.66|3.11|125.17|5.0|31.0|-6.34|436.91|0.0|-5.05|1.5399999999999998e-05|0.00674|8.89e-06|0.0038799999999999|3.7|0.0|0.0|1.5e-09|2.97|3.6829|-1778.0970140000002|1184.76|0.2969|0.68986|-0.1509599999999999|4.8234|-0.20778|0.03062031|-1777.90286|6.3139|0.1|7.0
3o_a32|0.0|1|1|0.0|0|0.609420753|0.0|-0.022603806|-0.006253394|5.733341277|-0.014299905|0.035643275|2.240993002|-0.306416317|10.3110027|-0.090297882|3|3|0.000243592|-0.061774721|-0.11221537|0|0.90022001|0.8214857240000001|-0.074509084|-0.154436834|0.840991936|-0.095457829|-42.51640563|-55.03672286|7.218280399|62.67187821|0.162219176|-0.031819276|0.0|0.7850948190000001|-24.51306152|62.56936516|0.455089918|2488.133192|483.0270239|2469.87467|11.73098001|0.835165165|5488.777096|23.36733582|0.0130649069999999|-328.7458915|1051.530112|1.0|1.0|1.0|2.0|3.47|3.06|0.32|-7.27|4.2|122.97|1.58|112.07|3.0|26.0|-6.17|381.52|0.0|-4.73|1.89e-06|0.00072|1.87e-05|0.00714|3.46|0.0|0.0|5.35e-08|2.35|3.5333|-1805.473626|1049.14|0.2851|0.70216|-0.14652|3.2729|-0.20065|0.03088166|-1805.333039|5.8476|0.24|6.6198
15_a4|0.0|0|0|0.0|1|1.399867493|1.956386054|-0.159419214|-0.001986535|5.4161004020000005|-0.061469545|0.044357639|0.0|-0.077474847|10.94611612|0.022446689|1|1|0.00918585|-0.017259078|-0.038707204|1|0.5118792910000001|0.772721853|0.095534883|0.036363636|0.509447294|-0.073738544|-29.80513879|-35.36161572|5.223809291|12.70877085|0.132283624|-0.030724393|86.01453643|0.8438913020000001|-14.29317436|40.03406565|0.437696617|1973.978183|416.1168833|1495.715718|9.709704127|0.7783994009999999|4134.603400999999|17.45960235|0.009743323|-329.8289177|628.5456843999999|0.0|0.0|0.0|0.0|3.28|3.01|0.11|-6.09|4.4|30.71|3.05|85.06|2.0|22.0|-5.6|291.32|1.0|-4.28|0.000152|0.0443|5.19e-05|0.0151|3.49|0.0|0.0|8.070000000000001e-07|3.8|4.2148|-958.251931|848.47|0.1996|0.56413|-0.17373|2.1603|-0.2091199999999999|0.018092091|-958.195344|3.0091|175.0|6757.0
5_a4|0.0|0|0|0.0|1|1.343864516|2.166832955|-0.196773454|-0.001215982|5.4161004020000005|0.02257929|0.035994832|2.189593648|-0.0607990979999999|10.92992834|-0.134215501|1|1|0.0111310589999999|-0.0471580309999999|-0.076189222|2|0.655087104|0.767615203|-0.165454845|-0.229773463|0.650346601|-0.0681917309999999|-27.26045038|-36.64215945|4.324106888|13.96974087|0.056851498|-0.025201292|46.53110402|0.807351587|-14.64813624|41.76764149|0.413773331|2282.291204|506.7916175|1896.178084|9.823391314|0.7058248159999999|5059.243919|16.77294978|0.009538616|-330.3047347|771.5556899000001|1.0|1.0|1.0|0.0|3.27|3.08|0.23|-7.96|4.67|43.6|2.88|104.89|3.0|26.0|-5.57|340.42|1.0|-4.84|2.72e-05|0.00925|1.4499999999999998e-05|0.0049299999999999|3.95|0.0|0.0|1.09e-08|3.71|4.0239|-1069.251223|1013.0|0.1106|0.6019899999999999|-0.16965|2.7859|-0.21857|0.02251645|-1069.102899|3.1619|71.0|7.1487
5b_a49|0.0|0|0|0.0|1|1.343848745|2.119588967|0.1108916119999999|-0.007610481|5.777652323|0.006327273|0.034466231|1.926253727|-0.418576471|10.9297646|0.059834711|1|1|0.006696215|-0.13632743|-0.230763367|2|0.6981815290000001|0.7843021|-0.006962617|0.099724518|0.666573331|-0.076494119|-41.03213895|-44.96093486|11.94347454|170.0796998|0.203066756|-0.026008|69.07083505|0.608694741|-24.11745318|59.85065205|0.475192312|2764.188493|468.4133145|1956.050085|11.94760614|0.905459892|6225.302624|25.1139312|0.025332565|-127.7749783|1255.69656|1.0|1.0|1.0|1.0|3.34|2.9|0.22|-7.24|2.87|75.94|2.07|122.26|3.0|30.0|-7.24|396.44|1.0|-3.93|0.000496|0.1969999999999999|0.000118|0.0468|2.08|0.0|0.0|5.79e-08|3.92|3.9209|-1292.100239|1093.32|0.4653|0.65269|-0.1624799999999999|4.3767|-0.20701|0.03937634|-1291.929428|6.1996|28.0|7.5528
9c_a31|0.0|0|0|0.0|0|0.610135804|0.0|0.031715924|-0.013082561|5.733341277|-0.055520387|0.03482906|0.0|-0.6933757159999999|10.311698300000002|-0.062737615|2|2|-0.000813398|-0.138799714|-0.223856622|0|0.8083148840000001|0.842823186|-0.000533581|-0.108617754|0.770283733|-0.128097622|-65.84728287|-81.63444414|19.30758668|153.5739377|0.325309894|-0.035867334|552.8237349999999|0.670716706|-41.96335759|97.22026028|0.4558841429999999|2592.448925|429.9685721|2242.189942|15.04941978|0.837843885|5658.985169|34.07943198|0.024456662|-217.5897278|1703.9715989999995|1.0|1.0|1.0|2.0|3.66|3.09|0.35|-7.24|3.7|117.37|1.08|108.16|8.0|28.0|-6.53|398.48|0.0|-4.16|5.85e-06|0.00233|6.94e-05|0.0277|3.1|0.0|0.0|5.79e-08|4.94|3849.0|-1618.115927|1147.93|0.2554|0.7007399999999999|-0.15975|1.3617|-0.19224|0.04177078|-1617.9568470000002|2.2323|0.42|6.3768
27a_a34|-3.727789|0|0|0.0|1|0.300206665|1.963136117|0.0257175079999999|-0.012620846|5.351858133|-0.456594848|0.0408037829999999|0.0|-0.7320090459999999|10.319282|-0.008138446|1|1|-0.005234221|-0.158932197|-0.264978526|1|0.8186389829999999|0.779284547|-0.07177581|-0.012251785|0.749941528|-0.123191967|-74.78290605|-86.36649751|18.62986903|176.4623026|0.3990357329999999|-0.043345322|22.69787432|0.764921711|-52.42823715|100.7752505|0.436895447|3394.470264|421.319507|2252.433058|15.91204178|0.7758691440000001|7104.26596|39.72721867|0.020552444|-371.4586403|2145.269808|1.0|1.0|1.0|2.0|3.66|2.58|0.13|-7.61|3.97|129.74|1.06|122.61|6.0|33.0|-7.29|463.51|0.0|-4.47|1.09e-05|0.00504|3.43e-05|0.0159|2.59|0.0|0.0|2.44e-08|7.38|4.1228|-1861.695683|1247.85|0.2896|0.69818|-0.16691|10.8591|-0.20615|0.04629882|-1861.534743|13.9023|0.24|6.6198
47c_a18|0.0|0|0|0.0|0|1.251176227|0.0|0.02368001|-0.007068829|4.844187086|-0.048726885|0.032688172|0.0|-0.537230966|10.94702285|0.028947131|0|0|0.002674691|-0.212991596|-0.320309303|0|0.784328127|0.758269842|-0.027873485|0.050944273|0.7601847759999999|-0.094000037|-57.54296759|-75.57063623|12.75381432|67.68084951|0.1871383589999999|-0.0321917939999999|103.416376|0.7489981509999999|-46.26124419|88.76073429|0.489290189|3228.879782|653.4941186000001|2027.892739|18.73268473|0.958059115|7527.530240999999|34.55329606|0.016406766|-400.3604527|2522.390613|1.0|0.0|1.0|3.0|4.61|0.0|0.3|-9.18|2.87|97.76|2.41|154.77|12.0|38.0|-6.61|513.63|0.0|-5.09|1.84e-06|0.000947|8.12e-06|0.00417|3.98|1.0|1.0|6.67e-10|7.72|3.1096|-1664.721977|1505.09|0.5869|0.6983199999999999|-0.12841|3.3075|-0.17331|0.03115159|-1664.277127|3.8573|3.0|8.5229
7c_a8|0.0|0|0|0.0|1|1.400027586|1.4416758790000002|-0.244222944|-0.007509694|4.844187086|-0.025233184|0.043533333|0.0|-0.382994379|10.94670214|-0.118915929|1|1|0.004301963|-0.047874|-0.077006275|1|0.718994164|0.740795639|0.0092411059999999|-0.196826366|0.6881348629999999|-0.089778346|-50.34151168|-56.2991566|19.18974586|49.43944876|0.151076042|-0.03366688|75.43825735|0.626902145|-31.56868845|76.40286308|0.492823119|2716.5013510000003|532.3522286|2162.326414|15.18314943|0.971698707|6013.168519|33.67700028|0.032058696|-159.15828340000002|1616.4960130000002|1.0|1.0|1.0|1.0|3.44|3.1|0.09|-7.76|3.78|92.93|1.82|112.76|5.0|30.0|-6.34|398.41|0.0|-4.67|1e-05|0.00399|2.14e-05|0.00851|3.37|0.0|0.0|1.73e-08|5.01|3.1406|-1331.793312|1116.53|275.0|0.70321|-0.1318599999999999|12.0073|-0.20658|0.02732536|-1331.625743|15.7056|18.59|4.7307
