molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|SRW09|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|JGI4|ATSC1c|MATS8i|n5aRing|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|n6aHRing|BIC2|SIC2|GATS1pe|RASA|FNSA3|FNSA5|PNSA3|PNSA5|RPSA|TPSA_x|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GRAVp|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|PPSA1|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50
14b_a25|0|0|0|0.0|6.842683282|0|1.420015222|1.616664856|-0.091382738|-0.004720915|4.727387819|0.038137255|-0.273813082|-0.012989126|1|1|0.004892038|0.0028569959999999|-0.074541111|2|0.7723870909999999|0.8333962429999999|0.632638761|0.859628015|-0.076156512|-0.084160084|-52.75064158|-58.29440389|0.140371985|97.23019209|-40.37825712|7.678174472999999|57.85340824|0.772789587|-1.767361771|-36.53830946|-22.67004596|63.83568179|3038.600508|-1224.182482|2118.281186|0.227210413|8.690235527|17.06102567|157.3797801|29.33534086|0.015746299|1584.108407|760.3735147000001|10.90684621|1.0|1.0|1.0|3.51|3.21|0.07|27.0|-9.65|4.48|4.79|96.49|1.8|2.0|130.97|0.0|-5.6|5.0|444.49|1.0|3.63|5.86e-06|0.00261|3.88|2.23e-10|9.93e-08|-0.0584|5.4239|5.61|-1444.544749|716.14|1257.11|228.59|0.34735|-1444.266358|0.0006|-0.16309|2.7037|-0.22149|0.03876374|-1444.330251|3.2784|7.6576
13b_a6|1|0|0|0.0|7.412764017000001|1|1.430640379|0.0|-0.0411179|-0.011206134|5.351858133|0.042739018|-0.6051312529999999|-0.104663349|1|1|-0.00194781|0.100281317|-0.180339002|1|0.7788169070000001|0.8370824240000001|0.8013954109999999|0.7757172059999999|-0.093125205|-0.112915801|-61.06841733|-74.04643339|0.2242827939999999|147.0772097|-48.5571926|13.77653618|554.4007331|0.757233678|-2.032484418|-40.04664055|-26.65671602|82.07670290000002|2821.72831|-1332.835801|2587.000662|0.2427663219999999|9.087172635|15.37022155|159.1980937|35.20276076|0.0203627189999999|1760.1380379999998|627.4287311|13.35319491|1.0|1.0|1.0|3.56|2.85|0.12|23.0|-9.01|4.98|4.32|95.85|1.29|2.0|116.79|0.0|-5.51|5.0|409.44|1.0|3.45|1.02e-05|0.00417|3.8|9.77e-10|4e-07|-0.0525799999999999|4.8494|4.04|-1350.0903970000002|694.33|1167.21|255.67|0.58026|-1349.837661|0.2461|-0.14898|10.8032|-0.20156|0.02920955|-1349.898848|13.5746|6.7595
17_a20|1|0|0|0.0|6.842683282|0|1.4012598180000002|0.0|-0.064380628|-0.005457467|4.727387819|0.0388043479999999|-0.28924577|0.038629586|1|1|0.000922796|0.1134578219999999|-0.202695123|3|0.7494736590000001|0.812578598|0.71987165|0.912053544|-0.063665681|-0.081404237|-41.75129828|-53.38406095|0.0879464559999999|57.67438055|-35.00871763|6.4647747870000005|10.50834496|0.75430388|-1.5466805119999998|-27.38007162|-20.699942|51.60929807|2761.976599|-1014.297158|2210.790304|0.24569612|8.198616089|15.05121151|161.12498630000002|27.44244402|0.016793117|1344.679757|637.7803874|11.012753300000002|1.0|1.0|1.0|3.5|2.83|0.08|27.0|-10.14|5.8|4.85|91.14|1.45|2.0|119.48|0.0|-5.36|5.0|402.45|1.0|3.74|8.35e-06|0.00336|3.75|7.19e-11|2.9e-08|-0.0706799999999999|3.3926|4.11|-1291.949041|673.68|1157.26|365.45|0.69839|-1291.692325|0.2977|-0.14021|3.9703|-0.21089|0.03030655|-1291.752049|5.3075|5.6478
2_a20 (SB-505124)|1|0|0|-0.09011519|7.434257382|1|1.183764955|0.0|-0.006955944|-0.010175551|5.351858133|0.05042042|-0.498602014|-0.177905025|1|1|0.003789399|0.02072518|-0.229461916|1|0.725030162|0.765632979|0.790275077|0.7694360659999999|-0.083565835|-0.117328885|-45.98170774|-64.55966745|0.230563934|126.8667205|-35.52365346|8.648749117000001|441.9400248|0.831919306|-1.759933279|-25.30121848|-21.05206547|61.69969596|2195.369524|-968.3950117|1709.9571620000002|0.1680806939999999|5.952040367|11.3574908|92.48561162|25.30541763|0.011470204|1164.049211|477.95809620000006|6.311425784|1.0|1.0|1.0|3.4|3.1|0.3|17.0|-7.22|5.16|4.47|60.03|2.06|1.0|97.55|0.0|-5.24|4.0|335.4|1.0|3.81|1.22e-05|0.0040799999999999|4.27|6.070000000000002e-08|2.03e-05|-0.03717|3.6404|4.57|-1089.371784|593.8|995.68|340.58|0.69947|-1089.147716|0.3267|-0.14928|2.5584|-0.18645|0.01305739|-1089.201587|3.9392|6.7721
5a_a49|0|0|0|0.0|7.853604813|2|1.343848751|2.111324504|0.079751437|-0.009147269|5.777652323|0.034466231|-0.493952547|-0.046327135|1|1|0.008623164|-0.1205081119999999|-0.26176436|2|0.7979412790000001|0.855876084|0.632463498|0.800090055|-0.072109357|-0.0787216|-42.1802818|-46.04810561|0.199909945|116.9370825|-26.93578408|9.77851757|54.35929907|0.6069287529999999|-1.338267206|-24.67330519|-15.97587337|58.89715956|2797.737637|-782.8177953|1887.422375|0.393071247|6.0732145310000005|11.91885068|229.9265537|26.32248561|0.0270848489999999|1289.801795|592.5885712|15.84324998|0.0|1.0|1.0|3.37|2.93|0.22|21.0|-6.92|3.3|3.68|73.14|2.07|1.0|116.62|0.0|-3.84|5.0|397.43|1.0|2.93|5.09e-05|0.0202|2.65|1.1900000000000001e-07|4.72e-05|-0.05062|5.2443|4.14|-1311.995327|625.06|1082.25|236.42|0.31953|-1311.743648|0.0529|-0.16176|5.6104|-0.21238|0.03478454|-1311.799168|7.0102|7.3665
17e_a50|0|1|1|0.0|7.934155233999999|2|1.320916122|4.3906140030000005|-0.153175103|-0.0020746479999999|5.82008293|0.031870748|-0.141076059|-0.086639125|2|2|0.012372059|-0.017965698|-0.310566368|1|0.7409645029999999|0.7791604190000001|0.736221185|0.930108205|-0.046347299|-0.073011385|-32.24487658|-50.7956915|0.069891795|48.62532158|-35.33972521|6.227183052000001|86.98647608|0.803671114|-1.67926185|-22.43349867|-18.5444588|41.19554236|2883.936138|-1168.300905|1981.934841|0.196328886|8.52101688|16.70124474|136.5904997|23.07468625|0.010255676|1453.705234|904.3172644|7.135108233|1.0|1.0|1.0|4.18|4.23|0.37|20.0|-7.33|4.23|4.68|51.77|2.91|2.0|138.0|0.0|-4.87|4.0|438.57|0.0|4.03|6.58e-06|0.00288|4.08|4.63e-08|2.03e-05|-0.03156|4.2373|3.8|-1375.295877|757.34|1312.91|292.6|0.6322800000000001|-1374.927998|0.1785|-0.16649|6.7175|-0.19805|0.02761851|-1374.992422|8.8326|6.8097
47j_a18|0|0|0|0.0|7.03438793|1|1.251176464|0.0|0.070097424|-0.007807275|4.844187086|0.033563218|-0.569931053|-0.006923502|0|0|0.002317206|-0.073551529|-0.331885553|0|0.7444236670000001|0.77844379|0.757001264|0.80651845|-0.073041469|-0.094744194|-56.816779|-73.69868165|0.19348155|150.5035248|-57.32800549|9.661420661|99.50526447|0.764425062|-2.368604851|-44.19607713|-26.32095773|69.23713027|3172.831382|-1842.467041|2064.803327|0.235574938|9.597380968|18.50538303|183.246715|34.43235841|0.016220875|2410.265089|1081.726154|12.6177344|1.0|1.0|1.0|4.54|0.0|0.28|18.0|-8.79|2.43|2.82|97.76|2.63|3.0|149.96|1.0|-5.83|4.0|499.6|0.0|2.39|7.32e-06|0.00366|4.07|1.63e-09|8.159999999999999e-07|-0.04423|3.1054|8.09|-1625.445572|839.37|1459.55|399.25|0.6983600000000001|-1624.9784550000002|0.5439|-0.1285|4.1619|-0.17273|0.03246539|1625.053346|5.2118|7.4559
20_a31|1|1|1|0.0|7.765993078999999|0|0.609420757|0.0|0.0469387759999999|-0.009722467|5.733341277|0.03995614|-0.476400874|-0.020082435|3|3|-0.001662219|-0.023477148|-0.1534110109999999|0|0.8602874540000001|0.912372776|0.7507116140000001|0.7954270659999999|-0.085849869|-0.110195543|-53.79798102|-69.0542431|0.2045729339999999|128.1960117|-43.27297051|7.592555532|75.10345696|0.710707042|-1.542737604|-33.71260536|-21.01650877|65.91404723|2576.1287230000003|-966.7594033|1758.762093|0.289292958|8.289864307|15.48343758|181.2859728|29.5712685|0.019624081|1360.278351|557.1050635|12.29746712|1.0|1.0|1.0|3.46|2.74|0.26|19.0|-7.65|6.49|4.38|140.04|1.1|1.0|110.47|1.0|-5.91|4.0|397.52|1.0|3.6|3.66e-05|0.0146|3.29|2.23e-08|8.86e-06|-0.06065|3.5381|4.78|-1880.768349|666.67|1113.19|350.43|0.7036600000000001|-1880.538664|0.2011|-0.1483|3.7403|-0.20895|0.0336943|-1880.599777|4.9218|8.0862
8g_a12|1|1|1|0.0|6.580639137|1|1.28383574|0.0|0.10205033|-0.0084227909999999|4.59511985|0.038347953|-0.40429396|-0.094550033|1|1|0.005405355|-0.068810076|0.122649613|1|0.7475224290000001|0.80546986|0.7714487940000001|0.8576253690000001|-0.076856227|-0.1045061519999999|-42.39297373|-57.6443411|0.142374631|78.53214058|-31.79592789|2.7111119089999995|0.0|0.90166696|-1.881110729|-23.38345638|-23.58177591|47.30807670000001|2506.427441|-1037.59814|1356.883205|0.09833304|6.882798206|12.83559677|54.23932676|26.15353224|0.007890315|1150.7554189999998|480.0590283|4.352203029|1.0|1.0|1.0|4.07|2.51|0.1|21.0|-8.0|3.31|2.07|78.85|2.89|1.0|109.93|0.0|-4.38|5.0|353.38|0.0|2.77|4.61e-05|0.0163|3.06|9.98e-09|3.53e-06|-0.06432|4.2057|3.68|-1154.321531|590.93|989.66|294.8|462.0|-1154.121362|0.1601|-0.1520099999999999|2.9986|-0.21633|0.03954539|-1154.173831|4.2131|5.43
EW7203_a60|0|0|0|0.0|7.412764017000001|2|0.604984431|0.0|0.025672274|-0.00698487|5.351858133|0.041767677|-0.377182982|0.03824498|1|1|0.0036417359999999|-0.1696249719999999|-0.090115975|1|0.822401103|0.8839272779999999|0.760234689|0.8860751579999999|-0.076068195|-0.096226348|-49.19385637|-62.23028092|0.113924842|73.67602619|-40.24477665|8.430183|0.0|0.766837077|-1.828300603|-31.81402579|-23.64750675|62.22940284|2913.880231|-1182.375337|1660.077477|0.233162923|8.310125852|16.53092404|150.7881632|30.83771958|0.01793256|1541.885979|666.0036144999999|11.59711747|0.0|1.0|1.0|4.75|3.21|0.13|17.0|-6.7|3.87|2.6|117.47|2.17|2.0|133.97|0.0|-5.74|4.0|425.51|0.0|3.09|1.53e-05|0.0065|3.59|2e-07|8.51e-05|-0.06188|5.0166|3.64|-1668.025575|678.83|1166.44|247.15|0.40883|-1667.78681|0.0448|-0.1446599999999999|1.7676|-0.20654|0.03203878|-1667.848192|2.5159|8.0334
6_a1|0|0|0|0.0|7.535296702|1|1.3488280769999998|2.325221088|-0.092471477|-0.005477033|5.4161004020000005|0.039635417|-0.230035376|-0.00983397|1|1|0.006851583|-0.180874123|-0.3632559589999999|1|0.798346291|0.8524898329999999|0.741035199|0.8782596159999999|-0.057199415|-0.077422386|-27.63847818|-37.41011914|0.121740384|58.82435931|-18.076387|4.905211525|95.13138767|0.576759436|-0.929068634|-13.35477777|-11.51080589|37.79009463|1956.144556|-448.9214297|1383.161829|0.423240564|5.555887839|9.609375529|204.5077752|19.95772445|0.025250885|778.3512535|359.9965854|12.20110458|1.0|1.0|1.0|2.94|2.54|0.22|17.0|-6.02|3.61|3.57|39.94|1.75|0.0|86.31|0.0|-3.12|3.0|291.35|1.0|2.82|0.00021|0.0613|2.63|9.51e-07|0.000277|-0.02214|4.0635|2.81|-935.5024827|527.41|875.29|305.12|0.69818|-935.330989|0.3399|-0.16784|5.8386|-0.1899799999999999|0.027384499|-935.378591|8.0033|5.2924
5_a27|0|0|0|0.0|6.823286122000001|0|1.4026035369999998|3.2927747860000003|0.126882432|-0.0063562359999999|4.727387819|0.048947368|-0.286030638|-0.125237927|1|1|0.010329671|-0.250776983|-0.341622797|2|0.760083119|0.8149212259999999|0.614205449|0.8531787759999999|-0.055979434|-0.085078576|-29.50048722|-44.83538435|0.146821224|77.37301579999999|-23.6277072|4.709432444|56.35994804|0.741481472|-1.276178645|-15.54640123|-16.01263727|38.43699603|2273.906133|-672.5307653|1254.531539|0.258518528|6.160679036|10.98289851|136.2361487|21.59546513|0.016479312|907.0095354|424.8821143|8.684398894|0.0|0.0|1.0|3.07|3.11|0.16|21.0|-6.22|2.94|2.8|65.6|2.66|0.0|97.55|0.0|-3.61|4.0|331.37|1.0|2.82|9.78e-05|0.0324|2.58|6.04e-07|0.0002|-0.04554|4.0989|4.9|-1083.143246|566.68|955.22|302.48|0.64548|-1082.967639|0.2448|-0.16952|2.3781|-0.21506|0.01903872|-1083.019748|3.5632|8.5229
7_a4|0|0|0|0.0|7.535296702|1|1.343865525|2.060422336|-0.237954652|-0.001729561|5.4161004020000005|0.037694444|-0.076100699|-0.125778587|1|1|0.008242591|-0.162314698|-0.094000778|2|0.8046449179999999|0.87010589|0.518356619|0.825830607|-0.0650223009999999|-0.071288428|-32.72992462|-35.88407105|0.174169393|87.67070691|-18.06277106|3.726212114|79.08210981|0.7179916670000001|-1.06932642|-16.47508541|-13.45652664|40.13253521|2286.169166|-538.2610657|1915.566579|0.282008333|5.512905888|9.797542165|141.9530115|18.74189807|0.016800137|749.6759227000001|407.1471338|8.456594282000001|1.0|1.0|1.0|3.05|2.7|0.15|21.0|-7.46|4.42|4.67|43.6|2.82|0.0|95.07|0.0|-3.81|4.0|330.36|1.0|3.56|3.92e-05|13.0|3.22|3.49e-08|1.15e-05|-0.05217|4.0379|2.91|-1089.870249|538.92|915.46|307.05|0.59702|-1089705.0|0.0697|-0.16975|3.9832|-0.2219199999999999|0.02317758|-1089.753885|4926.0|6821.0
12h_a30|0|0|0|0.0|7.412764017000001|2|0.604984682|0.0|0.046965756|-0.00737961|5.351858133|0.043848238|-0.391119352|0.001698966|1|1|0.002064369|-0.166613751|-0.120380857|1|0.831176513|0.888213143|0.64876559|0.763568404|-0.083127678|-0.09907575|-52.88851758|-63.03519645|0.236431596|150.42542849999998|-40.10503079|7.038974807000001|0.0|0.7979748729999999|-1.882439244|-33.64938551|-24.44221903|63.95204629|2848.98238|-1197.668733|2268.811589|0.202025127|8.066818026|15.1759206|128.5349203|30.63031164|0.015886049|1500.88527|618.6004214|10.10721793|0.0|1.0|0.0|4.63|0.0|0.14|17.0|-6.9|4.25|3.18|81.65|3.2|2.0|127.24|0.0|-5.39|5.0|416.47|0.0|2.92|9.71e-06|0.00405|3.97|1.26e-07|5.260000000000001e-05|-0.05347|5.0289|4.07|-1675.011389|672.54|1132.06|246.54|-0.26697|-1674.777786|155.0|-0.14889|2.9684|-0.2023599999999999|0.03372393|-1674.838376|3.4138|8065.0
7_a27|0|0|0|0.0|6.842683282|0|1.40247849|3.330197625|0.112935885|-0.00601016|4.727387819|0.049625|-0.288487667|-0.096754293|1|1|0.010596392|-0.220626658|-0.323631281|2|0.801251575|0.8546689820000001|0.62067794|0.85111414|-0.060745542|-0.084531496|-34.09779211|-47.44936449|0.14888586|83.57286704|-26.6343589|4.757447929|60.73467304|0.763564713|-1.352503929|-19.13983132|-16.87088515|42.57323098|2334.058688|-759.1898319000001|1497.873267|0.236435287|6.446345598|12.087978|132.7162621|22.09489892|0.014441323|994.2704516|479.0078184|8.106228264|0.0|0.0|1.0|3.24|3.41|0.2|21.0|-6.61|3.32|3.05|65.6|2.88|0.0|102.36|0.0|-4.06|4.0|345.4|1.0|3.14|5.2e-05|18.0|3.02|2.43e-07|8.4e-05|-0.04887|4.1205|5.37|-1122.455548|606.74|1016.96|300.9|0.61278|-1122.249324|0.4179|-0.16734|4.2487|-0.2162099999999999|0.02179141|-1122.304359|6.3813|9.0
6_a47|0|0|0|0.0|0.0|0|1.304328257|0.0|0.011739916|-0.008723045|0.0|0.042276423|-0.392537045|0.051455447|0|0|-0.0094242819999999|-0.302730533|-0.04324355|2|0.786041178|0.84654143|0.672308592|0.8419184120000001|-0.080118846|-0.096689626|-43.43026699|-52.41283988|0.158081588|85.6917678|-28.411587800000003|2.885749555|0.0|0.7943908059999999|-1.547034008|-23.54237714|-19.96679614|48.75381069|2431.668154|-838.6054381|1577.98246|0.205609194|6.480620646|10.90843226|111.4552019|25.13472712|0.0154005|1055.658539|469.7495559|8.348196185|1.0|1.0|1.0|2.82|2.91|0.05|22.0|-9.06|5.24|6.27|58.04|3.48|2.0|106.47|0.0|-6.02|4.0|379.81|1.0|4.59|1.63e-06|0.000619|5.06|8.71e-10|3.310000000000001e-07|-0.05354|5.5188|4.69|-1608.684886|576.56|990.85|224.66|0.30468|-1608.50108|0.2119|-0.1544|3.2606|-0.20794|0.03288085|-1608.554019|4.2153|7.9
22_a20|0|0|0|0.0|6.842683282|0|1.4170330269999998|1.915285809|-0.238401323|-0.00147607|4.727387819|0.0388043479999999|-0.079707783|-0.066832578|1|1|0.008780074|0.155407313|-0.060582944|2|0.7478675859999999|0.809440795|0.607038752|0.946515026|-0.059893667|-0.067797027|-39.00017609|-44.14650378|0.053484974|34.8271111|-28.7463017|5.21001405|54.71081293|0.77063827|-1.3559405430000002|-25.39523478|-17.65860151|47.00134116|2738.108259|-882.9300756000001|2396.806062|0.22936173|7.408914181|14.17638345|149.350479|22.91425458|0.01345209|1145.712729|664.4562602999999|8.759421782|1.0|1.0|1.0|3.36|3.41|0.08|27.0|-9.69|5.33|5.39|67.39|2.61|2.0|121.62|0.0|-5.6|4.0|401.46|1.0|4.24|2.98e-06|0.0012|4.47|2.04e-10|8.199999999999999e-08|-0.0568|5.5591|4.07|-1275.84854|694.15|1181.95|223.03|0.38233|-1275.598059|0.0015|-0.16176|4.8308|-0.21856|0.03226475|-1275.657902|6141.0|6.6364
12bf_a36|1|0|0|0.0|7.412764017000001|2|1.297043948|0.0|-0.024689509|-0.00832865|5.351858133|0.044197531|-0.4497470879999999|-0.096665166|1|1|-0.004358975|0.359635716|-0.250781298|1|0.836170906|0.892249657|0.632625562|0.6791406640000001|-0.090461753|-0.110255801|-58.26326838|-71.01192632|0.320859336|206.6543367|-45.73631152|9.026978489|0.0|0.7054709690000001|-1.874348624|-37.52534442|-24.14405495|72.27889645|2902.591295|-1207.2027480000002|2522.341812|0.294529031|7.546900716000001|14.37031118|189.6959033|34.22402339|0.02371294|1711.2011699999998|593.6088758|15.27267945|0.0|1.0|0.0|4.72|0.0|0.14|17.0|-7.12|3.55|3.0|69.2|2.78|1.0|123.67|0.0|-3.99|6.0|417.41|0.0|2.44|4.81e-05|0.0201|2.88|7.599999999999999e-08|3.17e-05|-0.0571299999999999|5.2319|3.66|-1431.413697|670.85|1120.94|236.98|0.40663|-1431.187555|0.4006|-0.15677|5.4787|-0.2139|0.03299488|-1431.246893|7.5932|8.2218
1o_a5|1|0|0|0.0|6.605297921|0|1.427566509|0.0|-0.266637757|-0.002633927|4.59511985|0.025987654|-0.1079910069999999|-0.102739602|1|1|0.0051989459999999|-0.05876042|0.06759341|2|0.78144982|0.85693939|0.650008224|0.88430372|-0.079346457|-0.072886362|-42.63505279|-39.1638643|0.11569628|62.16682117|-21.04383087|3.827177229|1.01402588|0.699913551|-1.093295425|-22.90899675|-15.45942012|49.75766514|2238.291862|-587.4579645|833.537568|0.300086449|7.522366517000001|14.20898333|161.2447749|22.08761368|0.020380352|839.3293197999999|393.5487205|10.95092849|1.0|1.0|1.0|2.81|2.2|0.0|23.0|-8.11|4.48|4.07|78.25|1.23|0.0|95.2|0.0|-4.08|4.0|323.35|1.0|2.95|8.340000000000001e-05|27.0|2.78|7.85e-09|2.54e-06|-0.07037|4.5011|2.66|-1043.577386|561.04|938.37|275.45|0.4988899999999999|-1043.422345|0.0071|-0.1693599999999999|4.7435|-0.23973|0.04126499|-1043.472984|5.4919|7.4559
47o_a18|0|0|0|0.0|7.03438793|1|1.251177005|0.0|0.052875948|-0.006476544|4.844187086|0.037484277|-0.4339284229999999|0.011121222|0|0|0.000787517|-0.009467295|-0.156998637|0|0.7435044540000001|0.781148177|0.733228144|0.806872998|-0.077288013|-0.088436375|-56.13142962|-64.2280736|0.193127002|140.2610102|-46.6464782|4.585021184|82.54478365|0.872753077|-2.210909375|-40.76618466|-25.08909125|62.44459815|2857.120021|-1605.70184|1393.529823|0.127246923|9.808930716|19.35260972|92.41474142|28.74706708|0.008265369|1839.812293|931.8364349|6.002832126|1.0|1.0|1.0|4.17|0.0|0.25|18.0|-9.37|3.69|3.0|85.29|2.94|3.0|139.63|0.0|-5.66|3.0|454.56|1.0|2.76|8.38e-06|0.00381|4.16|4.26e-10|1.93e-07|-0.0502|3.22|7.62|-1455.574672|783.22|1352.29|385.04|0.69248|-1455.162559|0.5065|-0.13203|2.2316|-0.18223|0.02736851|-1455.231246|2.8284|7.3279
16_a31|1|0|0|0.0|7.758333467000001|1|0.61013894|0.0|0.152128735|-0.020181753|5.733341277|0.042528736|-0.726543099|-0.00795845|2|2|-0.0125582419999999|-0.0897217219999999|-0.09530799|0|0.8318419909999999|0.8948140790000001|0.8944757390000001|0.546450126|-0.142079397|-0.150315165|-66.9420327|-70.82239128|0.4535498739999999|213.694252|-33.36862997|8.309441139|467.7901274|0.73080436|-1.653466811|-31.54036284|-23.60746376|84.57819254|2071.962924|-779.0463041|1212.615438|0.26919564|5.521618837|9.649327262|126.8340354|32.30339751|0.027684692|1066.012118|280.39844320000003|13.04390063|1.0|1.0|1.0|3.2|1.93|0.14|16.0|-4.94|3.8|2.83|114.29|0.78|0.0|80.57|0.0|-4.36|4.0|300.34|1.0|2.33|0.000254|0.0762|2.32|1.16e-05|0.00347|-0.0318899999999999|3.6596|1.7|-1308.242314|503.18|818.1|338.79|0.70108|-1308.113026|0.2534|-0.15231|3.7419|-0.1842|0.03948619|-1308.161433|5.5943|7.0458
8f_a8|1|0|0|0.0|7.05012252|0|1.394802091|1.241306689|0.024051247|-0.01032134|4.844187086|0.043758865|-0.485102985|-0.08540947|1|1|-0.007036544|0.152294451|0.254819201|0|0.6971223040000001|0.751162751|0.56916135|0.5968139689999999|-0.122135295|-0.1064257719999999|-71.22071405|-62.06002501|0.403186031|235.1097364|-36.18904175|4.613060521|67.99102163|0.90577048|-2.128515439|-41.53091131|-28.20910228|79.13157981|2622.044457|-1241.2005|1892.066521|0.09422952|7.504290616|13.81994609|54.94802877|31.14376424|0.009226445|1370.325626|485.8626377000001|5.380213594|0.0|0.0|0.0|3.14|2.85|0.0|23.0|-7.95|4.69|4.72|80.88|4.11|2.0|105.27|0.0|-5.21|4.0|391.37|0.0|4.04|1.01e-05|0.00395|3.82|1.13e-08|4.43e-06|-0.0675299999999999|4.7027|7.71|-1361.658484|602.63|1022.89|263.65|0.55661|-1361.455053|0.1659|-0.14532|5.8283|-0.21285|0.03173623|-1361.510739|7.8014|4.6428
24_a20|0|0|0|0.0|6.842683282|0|1.40648755|1.959359883|-0.217098257|-0.001547029|4.727387819|0.03625|-0.083539572|-0.060940703|1|1|0.008780074|0.1468474119999999|-0.060582944|2|0.74131936|0.802353442|0.607038752|0.952027295|-0.061437722|-0.067869875|-38.76683848|-42.82548904|0.047972705|30.27049276|-27.02262995|5.102023479|406.1522673|0.771032243|-1.357397496|-24.46164548|-17.13019562|46.85253003|2736.601949|-856.5097809|1961.887639|0.228967757|6.852820269|12.63879297|144.47729840000002|22.21722343|0.013436544|1110.861171|664.4562602999999|8.478379683|1.0|1.0|1.0|3.4|3.21|0.08|27.0|-9.32|4.76|4.78|80.28|1.86|2.0|119.42|0.0|-4.89|5.0|402.45|1.0|3.63|1.17e-05|0.00469|3.52|4.82e-10|1.94e-07|-0.06748|5.3396|3.74|-1291.896802|685.66|1169.35|232.2|0.46668|-1291.647083|0.0108|-0.15687|3.6107|-0.22435|0.02922392|-1291.706729|4.3906|6.4976
12h_a36|1|0|0|0.0|7.412764017000001|2|1.297043828|0.0|-0.128701804|-0.0086750619999999|5.351858133|0.039061728|-0.503153567|-0.003014954|1|1|0.003077071|0.100530266|-0.239932418|1|0.820041835|0.87043328|0.84179881|0.819614525|-0.073572836|-0.10720355|-48.17643878|-70.19826261|0.180385475|118.1187282|-45.96672487|11.96512593|1.413982241|0.665254541|-1.929663894|-31.5465515|-23.39942087|66.44902736|2845.467486|-1263.568727|2391.856014|0.3347454589999999|7.428908584|13.87400978|219.1956304|35.1736357|0.026971557|1899.376328|679.7230552999999|17.66132225|0.0|1.0|0.0|4.8|0.0|0.17|17.0|-6.69|2.77|1.89|78.43|1.72|1.0|130.24|0.0|-3.95|5.0|411.46|0.0|1.81|8.499999999999999e-05|35.0|2.65|2.03e-07|8.340000000000001e-05|-0.05013|5.1998|2.92|-1347.481013|697.29|1177.89|238.44|0.34589|-1347.199963|0.0056|-0.14247|6754.0|-0.1926|0.02925492|-1347.260478|8.7377|7.8539
13l_a6|1|0|0|0.0|7.412764017000001|1|1.4242139390000002|0.0|0.03093879|-0.0143011819999999|5.351858133|0.0408037829999999|-0.858070925|-0.037558466|1|1|-0.006280295|0.144180269|-0.073210645|1|0.7908110340000001|0.84018367|0.827754203|0.643098986|-0.118071236|-0.126521431|-82.24617981|-88.13242567|0.3569010139999999|248.6104661|-61.3913735|14.56282911|118.3485042|0.793671137|-2.53042863|-57.29112645|-31.47586631|103.1523329|2967.923804|-1762.648513|3127.831037|0.206328863|8.810095892|15.34147837|143.7247666|39.65857501|0.018273048|2220.880201|741.5222707|12.72865798|1.0|1.0|1.0|3.64|2.22|0.16|23.0|-8.89|4.55|3.8|115.15|1.39|1.0|124.98|0.0|-5.49|5.0|441.48|1.0|3.07|1.7100000000000002e-05|0.0075599999999999|3.39|1.29e-09|5.7e-07|-0.04885|3.6675|5.41|-1465.865882|735.52|1249.13|338.07|0.7002|-1465.560303|0.0165|-0.14562|7.2582|-0.19447|0.03092407|-1465.624566|8.9893|6.4145
